ms,sample,dist,rx_power,fp_power,clock_ppm,score,nlos,peak_fp,fp_conf,sts,iax,iay,iaz,rax,ray,raz,resp_acq_ms,init_acq_ms,resp_profile_opt,init_profile_opt,igx,igy,igz,rgx,rgy,rgz,valid,dist_filt,dist_smooth
17625,7359,0.59,-69.8,-72.1,-1.12,4,7,1.33,0,0,0,0,0,-14,9,1034,1,1,35,35,0,0,0,5,5,1,1,0.60,0.60
17626,7360,0.60,-69.8,-72.4,-1.07,4,7,2.30,0,0,0,0,0,-14,9,1032,1,1,35,35,0,0,0,6,18,2,1,0.60,0.60
17629,7361,0.62,-69.7,-71.8,-1.07,4,7,1.75,0,0,0,0,0,-14,9,1032,1,1,35,35,0,0,0,6,18,2,1,0.60,0.60
17631,7362,0.56,-70.0,-72.7,-1.07,4,7,2.22,0,0,0,0,0,-14,9,1032,1,1,35,35,0,0,0,6,18,2,1,0.60,0.60
17633,7363,0.63,-70.3,-72.5,-1.04,4,7,1.39,0,0,0,0,0,-14,9,1032,1,1,35,35,0,0,0,6,18,2,1,0.60,0.60
17635,7364,0.59,-69.8,-71.8,-1.16,4,7,1.97,0,0,0,0,0,-14,9,1032,1,1,35,35,0,0,0,6,18,2,1,0.60,0.60
17637,7365,0.62,-69.8,-72.3,-1.09,4,7,1.27,0,0,0,0,0,-15,9,1034,1,1,35,35,0,0,0,1,0,2,1,0.62,0.60
17640,7366,0.64,-73.4,-75.6,-1.12,4,7,1.81,0,0,0,0,0,-15,9,1034,1,1,35,35,0,0,0,1,0,2,1,0.62,0.60
17642,7367,0.59,-69.7,-71.7,-1.30,4,7,1.89,0,0,0,0,0,-15,9,1034,1,1,35,35,0,0,0,1,0,2,1,0.62,0.60
17644,7368,0.60,-66.2,-68.4,-1.03,4,7,1.67,0,0,0,0,0,-15,9,1034,1,1,35,35,0,0,0,1,0,2,1,0.60,0.60
17646,7369,0.59,-69.7,-71.6,-1.25,4,7,1.98,0,0,0,0,0,-15,9,1034,1,1,35,35,0,0,0,1,0,2,1,0.60,0.60
17648,7370,0.62,-69.7,-72.1,-1.10,4,6,2.42,0,0,0,0,0,-15,9,1034,1,1,35,35,0,0,0,1,0,2,1,0.60,0.60
17651,7371,0.53,-73.5,-75.5,-1.30,4,7,1.97,0,0,0,0,0,-15,9,1034,1,1,35,35,0,0,0,1,0,2,1,0.59,0.60
17653,7372,0.60,-69.7,-72.1,-1.13,4,7,2.08,0,0,0,0,0,-15,9,1034,1,1,35,35,0,0,0,1,0,2,1,0.60,0.60
17655,7373,0.60,-66.0,-68.3,-1.07,4,7,1.78,0,0,0,0,0,-15,9,1034,1,1,35,35,0,0,0,1,0,2,1,0.60,0.60
17657,7374,0.63,-69.7,-72.4,-1.00,4,7,2.05,0,0,0,0,0,-13,8,1033,1,1,35,35,0,0,0,4,12,2,1,0.60,0.60
17659,7375,0.59,-66.2,-68.4,-1.16,4,6,2.80,0,0,0,0,0,-13,8,1033,1,1,35,35,0,0,0,4,12,2,1,0.60,0.60
17661,7376,0.61,-69.8,-71.8,-1.15,4,7,1.86,0,0,0,0,0,-13,8,1033,1,1,35,35,0,0,0,4,12,2,1,0.60,0.60
17664,7377,0.56,-69.8,-72.1,-1.04,4,6,2.58,0,0,0,0,0,-13,8,1033,1,1,35,35,0,0,0,4,12,2,1,0.60,0.60
17666,7378,0.59,-66.2,-68.4,-1.12,4,7,1.83,0,0,0,0,0,-13,8,1033,1,1,35,35,0,0,0,4,12,2,1,0.59,0.60
17668,7379,0.63,-70.0,-72.7,-1.04,4,7,2.09,0,0,0,0,0,-13,8,1033,1,1,35,35,0,0,0,4,12,2,1,0.59,0.60
17670,7380,0.60,-73.3,-75.5,-1.12,4,7,1.45,0,0,0,0,0,-13,8,1033,1,1,35,35,0,0,0,4,12,2,1,0.60,0.60
17673,7381,0.61,-69.8,-72.9,-1.10,4,7,2.02,0,0,0,0,0,-13,8,1033,1,1,35,35,0,0,0,4,12,2,1,0.60,0.60
17675,7382,0.60,-69.8,-72.2,-1.15,4,7,1.20,0,0,0,0,0,-13,8,1033,1,1,35,35,0,0,0,4,12,2,1,0.60,0.60
17677,7383,0.60,-69.8,-71.9,-1.10,4,6,2.84,0,0,0,0,0,-15,10,1035,1,1,35,35,0,0,0,7,16,1,1,0.60,0.60
17679,7384,0.58,-69.7,-72.0,-1.18,4,7,2.23,0,0,0,0,0,-15,10,1035,1,1,35,35,0,0,0,7,16,1,1,0.60,0.60
17681,7385,0.55,-66.0,-68.0,-1.15,4,7,1.56,0,0,0,0,0,-15,10,1035,1,1,35,35,0,0,0,7,16,1,1,0.60,0.60
17684,7386,0.63,-69.8,-71.8,-1.21,4,7,1.88,0,0,0,0,0,-15,10,1035,1,1,35,35,0,0,0,7,16,1,1,0.60,0.60
17686,7387,0.60,-66.2,-68.8,-1.15,4,6,2.67,0,0,0,0,0,-15,10,1035,1,1,35,35,0,0,0,7,16,1,1,0.60,0.60
17688,7388,0.65,-69.8,-72.0,-1.03,4,7,1.84,0,0,0,0,0,-15,10,1035,1,1,35,35,0,0,0,7,16,1,1,0.60,0.60
17690,7389,0.61,-69.8,-72.8,-1.09,4,7,2.11,0,0,0,0,0,-15,10,1035,1,1,35,35,0,0,0,7,16,1,1,0.61,0.60
17692,7390,0.63,-66.2,-68.6,-1.03,4,7,1.50,0,0,0,0,0,-15,10,1035,1,1,35,35,0,0,0,7,16,1,1,0.63,0.60
17695,7391,0.60,-69.6,-71.8,-1.09,4,7,1.97,0,0,0,0,0,-15,10,1035,1,1,35,35,0,0,0,7,16,1,1,0.61,0.60
17697,7392,0.60,-69.8,-72.4,-1.04,4,7,2.23,0,0,0,0,0,-15,9,1033,1,1,35,35,0,0,0,1,-13,5,1,0.61,0.60
17699,7393,0.59,-69.8,-72.0,-1.15,4,7,1.47,0,0,0,0,0,-15,9,1033,1,1,35,35,0,0,0,1,-13,5,1,0.60,0.60
17701,7394,0.61,-69.8,-72.8,-1.09,4,7,2.16,0,0,0,0,0,-15,9,1033,1,1,35,35,0,0,0,1,-13,5,1,0.60,0.60
17704,7395,0.61,-69.8,-72.0,-1.09,4,6,2.45,0,0,0,0,0,-15,9,1033,1,1,35,35,0,0,0,1,-13,5,1,0.60,0.60
17706,7396,0.59,-69.8,-71.8,-1.16,4,7,1.86,0,0,0,0,0,-15,9,1033,1,1,35,35,0,0,0,1,-13,5,1,0.60,0.60
17708,7397,0.60,-69.7,-72.4,-1.12,4,7,2.17,0,0,0,0,0,-15,9,1033,1,1,35,35,0,0,0,1,-13,5,1,0.60,0.60
17710,7398,0.57,-69.6,-71.8,-1.16,4,7,1.66,0,0,0,0,0,-15,9,1033,1,1,35,35,0,0,0,1,-13,5,1,0.60,0.60
17713,7399,0.58,-69.7,-71.8,-1.22,4,7,1.84,0,0,0,0,0,-15,9,1033,1,1,35,35,0,0,0,1,-13,5,1,0.59,0.60
17715,7400,0.63,-69.7,-71.6,-1.09,4,7,2.00,0,0,0,0,0,-15,9,1033,1,1,35,35,0,0,0,1,-13,5,1,0.59,0.60
17717,7401,0.63,-78.7,-81.0,-1.13,4,7,1.72,0,0,0,0,0,-15,9,1034,1,1,35,35,0,0,0,-1,-24,7,1,0.60,0.60
17719,7402,0.59,-69.8,-72.7,-1.01,4,7,2.13,0,0,0,0,0,-15,9,1034,1,1,35,35,0,0,0,-1,-24,7,1,0.59,0.60
17721,7403,0.60,-69.7,-72.1,-1.09,4,7,1.38,0,0,0,0,0,-15,9,1034,1,1,35,35,0,0,0,-1,-24,7,1,0.60,0.60
17724,7404,0.60,-69.8,-71.8,-1.15,4,7,1.84,0,0,0,0,0,-15,9,1034,1,1,35,35,0,0,0,-1,-24,7,1,0.60,0.60
17726,7405,0.60,-69.8,-72.6,-1.12,4,7,2.17,0,0,0,0,0,-15,9,1034,1,1,35,35,0,0,0,-1,-24,7,1,0.60,0.60
17728,7406,0.59,-70.0,-72.2,-1.07,4,7,1.45,0,0,0,0,0,-15,9,1034,1,1,35,35,0,0,0,-1,-24,7,1,0.60,0.60
17730,7407,0.60,-69.7,-71.7,-1.10,4,7,1.86,0,0,0,0,0,-15,9,1034,1,1,35,35,0,0,0,-1,-24,7,1,0.60,0.60
17733,7408,0.57,-69.8,-72.5,-1.13,4,7,2.25,0,0,0,0,0,-15,9,1034,1,1,35,35,0,0,0,-1,-24,7,1,0.60,0.60
17735,7409,0.57,-69.7,-72.0,-1.19,4,6,2.73,0,0,0,0,0,-15,9,1034,1,1,35,35,0,0,0,-1,-24,7,1,0.59,0.60
17737,7410,0.56,-73.4,-76.7,-1.28,4,7,2.05,0,0,0,0,0,-15,9,1035,1,1,35,35,0,0,0,6,8,3,1,0.57,0.60
17739,7411,0.63,-69.8,-72.0,-1.12,4,7,0.92,0,0,0,0,0,-15,9,1035,1,1,35,35,0,0,0,6,8,3,1,0.57,0.60
17742,7412,0.66,-66.2,-68.2,-1.00,4,7,1.73,0,0,0,0,0,-15,9,1035,1,1,35,35,0,0,0,6,8,3,1,0.57,0.60
17744,7413,0.61,-69.8,-72.7,-1.03,4,7,2.03,0,0,0,0,0,-15,9,1035,1,1,35,35,0,0,0,6,8,3,1,0.61,0.60
17746,7414,0.62,-69.8,-72.0,-1.09,4,7,1.70,0,0,0,0,0,-15,9,1035,1,1,35,35,0,0,0,6,8,3,1,0.62,0.60
17748,7415,0.61,-66.2,-68.0,-1.04,4,7,1.95,0,0,0,0,0,-15,9,1035,1,1,35,35,0,0,0,6,8,3,1,0.62,0.60
17750,7416,0.61,-70.3,-72.7,-1.19,4,7,1.28,0,0,0,0,0,-15,9,1035,1,1,35,35,0,0,0,6,8,3,1,0.61,0.60
17753,7417,0.62,-73.4,-75.4,-1.10,4,7,2.00,0,0,0,0,0,-15,9,1035,1,1,35,35,0,0,0,6,8,3,1,0.61,0.60
17755,7418,0.62,-69.8,-72.1,-1.12,4,7,2.06,0,0,0,0,0,-15,9,1035,1,1,35,35,0,0,0,6,8,3,1,0.62,0.60
17757,7419,0.59,-69.7,-71.9,-1.04,4,7,1.83,0,0,0,0,0,-14,7,1035,1,1,35,35,0,0,0,6,18,2,1,0.61,0.60
17759,7420,0.62,-73.3,-76.0,-1.06,4,7,2.25,0,0,0,0,0,-14,7,1035,1,1,35,35,0,0,0,6,18,2,1,0.62,0.60
17761,7421,0.59,-70.1,-72.4,-1.24,4,7,1.52,0,0,0,0,0,-14,7,1035,1,1,35,35,0,0,0,6,18,2,1,0.62,0.60
17764,7422,0.60,-69.8,-72.9,-1.21,4,7,2.03,0,0,0,0,0,-14,7,1035,1,1,35,35,0,0,0,6,18,2,1,0.60,0.60
17779,7423,0.64,-69.8,-71.8,-1.12,4,7,1.52,0,0,0,0,0,-14,7,1035,1,1,35,35,0,0,0,6,18,2,1,0.60,0.60
17781,7424,0.59,-69.8,-72.1,-1.12,4,6,2.83,0,0,0,0,0,-15,8,1034,1,1,35,35,0,0,0,2,2,-3,1,0.60,0.60
17783,7425,0.59,-69.7,-71.8,-1.15,4,7,1.98,0,0,0,0,0,-15,8,1034,1,1,35,35,0,0,0,2,2,-3,1,0.59,0.60
17785,7426,0.58,-69.8,-72.1,-1.13,4,6,2.53,0,0,0,0,0,-15,8,1034,1,1,35,35,0,0,0,2,2,-3,1,0.59,0.60
17787,7427,0.61,-69.7,-71.8,-1.18,4,7,1.88,0,0,0,0,0,-15,8,1034,1,1,35,35,0,0,0,2,2,-3,1,0.59,0.60
17790,7428,0.62,-69.7,-72.1,-1.01,4,7,2.31,0,0,0,0,0,-15,8,1034,1,1,35,35,0,0,0,2,2,-3,1,0.59,0.60
17792,7429,0.60,-69.7,-71.9,-1.13,4,7,1.47,0,0,0,0,0,-15,8,1034,1,1,35,35,0,0,0,2,2,-3,1,0.60,0.60
17794,7430,0.61,-69.8,-73.1,-1.13,4,6,3.03,0,0,0,0,0,-15,8,1034,1,1,35,35,0,0,0,2,2,-3,1,0.61,0.60
17796,7431,0.63,-73.3,-75.6,-1.10,4,7,1.25,0,0,0,0,0,-15,9,1033,1,1,35,35,0,0,0,3,3,2,1,0.61,0.60
17798,7432,0.60,-69.7,-71.8,-1.15,4,7,1.89,0,0,0,0,0,-15,9,1033,1,1,35,35,0,0,0,3,3,2,1,0.61,0.60
17801,7433,0.69,-69.7,-71.5,-1.10,4,7,1.95,0,0,0,0,0,-15,9,1033,1,1,35,35,0,0,0,3,3,2,1,0.61,0.60
17803,7434,0.63,-66.2,-68.4,-1.00,4,7,1.77,0,0,0,0,0,-15,9,1033,1,1,35,35,0,0,0,3,3,2,1,0.63,0.60
17805,7435,0.61,-70.0,-72.5,-1.06,4,7,1.13,0,0,0,0,0,-15,9,1033,1,1,35,35,0,0,0,3,3,2,1,0.63,0.60
17807,7436,0.61,-66.2,-68.4,-1.13,4,6,2.83,0,0,0,0,0,-15,9,1033,1,1,35,35,0,0,0,3,3,2,1,0.61,0.61
17809,7437,0.62,-69.8,-71.8,-1.10,4,7,1.81,0,0,0,0,0,-15,9,1033,1,1,35,35,0,0,0,3,3,2,1,0.62,0.61
17812,7438,0.60,-69.7,-71.9,-1.04,4,7,1.53,0,0,0,0,0,-15,9,1033,1,1,35,35,0,0,0,3,3,2,1,0.61,0.61
17814,7439,0.62,-66.2,-68.1,-1.18,4,7,1.88,0,0,0,0,0,-15,9,1033,1,1,35,35,0,0,0,3,3,2,1,0.61,0.61
17816,7440,0.63,-69.8,-72.4,-1.15,4,6,2.55,0,0,0,0,0,-15,10,1034,1,1,35,35,0,0,0,5,0,2,1,0.62,0.61
17818,7441,0.62,-69.7,-71.7,-1.06,4,7,1.75,0,0,0,0,0,-15,10,1034,1,1,35,35,0,0,0,5,0,2,1,0.62,0.61
17820,7442,0.61,-70.0,-72.5,-0.95,4,7,2.31,0,0,0,0,0,-15,10,1034,1,1,35,35,0,0,0,5,0,2,1,0.62,0.61
17823,7443,0.59,-66.2,-68.5,-1.00,4,7,1.70,0,0,0,0,0,-15,10,1034,1,1,35,35,0,0,0,5,0,2,1,0.62,0.61
17825,7444,0.62,-69.8,-71.7,-1.09,4,7,1.80,0,0,0,0,0,-15,10,1034,1,1,35,35,0,0,0,5,0,2,1,0.62,0.61
17827,7445,0.57,-78.5,-81.0,-1.10,4,7,1.50,0,0,0,0,0,-15,10,1034,1,1,35,35,0,0,0,5,0,2,1,0.61,0.61
17829,7446,0.56,-66.2,-68.4,-1.22,4,7,1.91,0,0,0,0,0,-15,10,1034,1,1,35,35,0,0,0,5,0,2,1,0.59,0.61
17831,7447,0.63,-69.7,-72.5,-1.07,4,7,2.13,0,0,0,0,0,-15,10,1034,1,1,35,35,0,0,0,5,0,2,1,0.59,0.61
17834,7448,0.62,-69.7,-71.8,-0.98,4,7,1.69,0,0,0,0,0,-15,10,1034,1,1,35,35,0,0,0,5,0,2,1,0.62,0.61
17836,7449,0.61,-69.7,-71.8,-1.09,4,7,1.83,0,0,0,0,0,-14,9,1034,1,1,35,35,0,0,0,-1,-12,2,1,0.61,0.61
17838,7450,0.59,-78.5,-80.9,-1.22,4,6,2.56,0,0,0,0,0,-14,9,1034,1,1,35,35,0,0,0,-1,-12,2,1,0.61,0.61
17840,7451,0.62,-69.8,-71.9,-1.06,4,7,1.94,0,0,0,0,0,-14,9,1034,1,1,35,35,0,0,0,-1,-12,2,1,0.62,0.61
17842,7452,0.59,-69.7,-72.1,-1.04,4,7,2.19,0,0,0,0,0,-14,9,1034,1,1,35,35,0,0,0,-1,-12,2,1,0.61,0.61
17845,7453,0.60,-66.0,-68.3,-1.03,4,7,1.64,0,0,0,0,0,-14,9,1034,1,1,35,35,0,0,0,-1,-12,2,1,0.60,0.61
17847,7454,0.62,-66.5,-69.2,-1.12,4,7,2.03,0,0,0,0,0,-14,9,1034,1,1,35,35,0,0,0,-1,-12,2,1,0.60,0.61
17849,7455,0.59,-69.7,-72.1,-1.06,4,7,2.11,0,0,0,0,0,-14,9,1034,1,1,35,35,0,0,0,-1,-12,2,1,0.60,0.61
17851,7456,0.61,-66.0,-68.3,-1.09,4,7,1.73,0,0,0,0,0,-14,9,1034,1,1,35,35,0,0,0,-1,-12,2,1,0.60,0.61
17854,7457,0.61,-73.4,-75.3,-1.15,4,7,2.00,0,0,0,0,0,-14,9,1034,1,1,35,35,0,0,0,-1,-12,2,1,0.61,0.61
17856,7458,0.59,-69.7,-72.1,-1.16,4,7,2.20,0,0,0,0,0,-15,7,1035,1,1,35,35,0,0,0,1,-11,-1,1,0.61,0.61
17858,7459,0.61,-66.0,-68.1,-1.10,4,7,1.70,0,0,0,0,0,-15,7,1035,1,1,35,35,0,0,0,1,-11,-1,1,0.61,0.61
17860,7460,0.62,-69.8,-71.9,-1.09,4,7,1.98,0,0,0,0,0,-15,7,1035,1,1,35,35,0,0,0,1,-11,-1,1,0.61,0.61
17863,7461,0.64,-69.7,-72.2,-1.10,4,7,2.08,0,0,0,0,0,-15,7,1035,1,1,35,35,0,0,0,1,-11,-1,1,0.61,0.61
17865,7462,0.57,-69.8,-72.0,-1.15,4,7,1.83,0,0,0,0,0,-15,7,1035,1,1,35,35,0,0,0,1,-11,-1,1,0.61,0.61
17867,7463,0.60,-70.0,-72.6,-1.13,4,7,1.03,0,0,0,0,0,-15,7,1035,1,1,35,35,0,0,0,1,-11,-1,1,0.61,0.61
17869,7464,0.60,-69.8,-72.1,-1.13,4,6,2.39,0,0,0,0,0,-15,7,1035,1,1,35,35,0,0,0,1,-11,-1,1,0.60,0.61
17872,7465,0.57,-69.6,-71.7,-1.22,4,7,1.72,0,0,0,0,0,-15,7,1035,1,1,35,35,0,0,0,1,-11,-1,1,0.60,0.61
17874,7466,0.62,-69.8,-71.7,-1.19,4,7,0.97,0,0,0,0,0,-15,7,1035,1,1,35,35,0,0,0,1,-11,-1,1,0.60,0.61
17876,7467,0.67,-69.8,-72.1,-1.01,4,6,2.67,0,0,0,0,0,-15,9,1033,1,1,35,35,0,0,0,7,19,-4,1,0.60,0.61
17878,7468,0.59,-69.6,-71.7,-1.10,4,7,1.78,0,0,0,0,0,-15,9,1033,1,1,35,35,0,0,0,7,19,-4,1,0.60,0.61
17881,7469,0.63,-73.6,-75.6,-1.12,4,7,0.95,0,0,0,0,0,-15,9,1033,1,1,35,35,0,0,0,7,19,-4,1,0.62,0.61
17883,7470,0.59,-73.2,-75.4,-1.10,4,7,1.63,0,0,0,0,0,-15,9,1033,1,1,35,35,0,0,0,7,19,-4,1,0.62,0.61
17885,7471,0.63,-69.7,-71.8,-1.12,4,7,1.84,0,0,0,0,0,-15,9,1033,1,1,35,35,0,0,0,7,19,-4,1,0.63,0.61
17887,7472,0.61,-73.4,-75.8,-1.09,4,7,1.20,0,0,0,0,0,-15,9,1033,1,1,35,35,0,0,0,7,19,-4,1,0.61,0.61
17890,7473,0.61,-69.7,-71.8,-1.10,4,7,1.66,0,0,0,0,0,-15,9,1033,1,1,35,35,0,0,0,7,19,-4,1,0.61,0.61
17892,7474,0.60,-69.8,-71.9,-1.22,4,7,1.91,0,0,0,0,0,-15,9,1033,1,1,35,35,0,0,0,7,19,-4,1,0.61,0.61
17894,7475,0.58,-73.4,-75.7,-1.15,4,7,1.36,0,0,0,0,0,-15,9,1033,1,1,35,35,0,0,0,7,19,-4,1,0.61,0.61
17896,7476,0.62,-69.7,-71.8,-1.07,4,7,1.81,0,0,0,0,0,-15,8,1034,1,1,35,35,0,0,0,9,19,3,1,0.61,0.61
17899,7477,0.61,-69.8,-71.9,-1.15,4,7,0.94,0,0,0,0,0,-15,8,1034,1,1,35,35,0,0,0,9,19,3,1,0.61,0.61
17901,7478,0.60,-70.0,-71.9,-1.04,4,6,2.84,0,0,0,0,0,-15,8,1034,1,1,35,35,0,0,0,9,19,3,1,0.60,0.61
17903,7479,0.59,-69.7,-72.4,-1.13,4,7,2.13,0,0,0,0,0,-15,8,1034,1,1,35,35,0,0,0,9,19,3,1,0.60,0.61
17905,7480,0.61,-69.7,-71.9,-1.13,4,7,1.28,0,0,0,0,0,-15,8,1034,1,1,35,35,0,0,0,9,19,3,1,0.61,0.61
17907,7481,0.59,-70.0,-71.9,-1.21,4,7,1.95,0,0,0,0,0,-15,8,1034,1,1,35,35,0,0,0,9,19,3,1,0.60,0.61
17910,7482,0.60,-69.7,-72.0,-1.19,4,7,1.34,0,0,0,0,0,-15,8,1034,1,1,35,35,0,0,0,9,19,3,1,0.60,0.61
17912,7483,0.62,-69.7,-71.8,-1.18,4,7,1.83,0,0,0,0,0,-15,8,1034,1,1,35,35,0,0,0,9,19,3,1,0.60,0.61
17914,7484,0.62,-73.4,-76.0,-1.00,4,7,2.25,0,0,0,0,0,-15,8,1034,1,1,35,35,0,0,0,9,19,3,1,0.61,0.61
17916,7485,0.59,-66.0,-68.0,-1.09,4,7,1.63,0,0,0,0,0,-15,9,1035,1,1,35,35,0,0,0,0,-3,-4,1,0.60,0.61
17918,7486,0.58,-69.8,-72.6,-1.18,4,7,2.08,0,0,0,0,0,-15,9,1035,1,1,35,35,0,0,0,0,-3,-4,1,0.60,0.61
17934,7487,0.57,-69.8,-71.8,-1.22,4,7,1.84,0,0,0,0,0,-15,9,1035,1,1,35,35,0,0,0,0,-3,-4,1,0.59,0.61
17936,7488,0.60,-69.8,-72.0,-1.06,4,7,1.73,0,0,0,0,0,-14,9,1034,1,1,35,35,0,0,0,0,-6,1,1,0.59,0.60
17938,7489,0.60,-73.4,-75.5,-1.24,4,7,1.92,0,0,0,0,0,-14,9,1034,1,1,35,35,0,0,0,0,-6,1,1,0.59,0.60
17940,7490,0.61,-69.8,-72.3,-1.22,4,6,2.63,0,0,0,0,0,-14,9,1034,1,1,35,35,0,0,0,0,-6,1,1,0.60,0.60
17942,7491,0.62,-69.7,-71.6,-1.00,4,7,1.94,0,0,0,0,0,-14,9,1034,1,1,35,35,0,0,0,0,-6,1,1,0.60,0.60
17944,7492,0.64,-69.7,-72.3,-1.12,4,7,2.02,0,0,0,0,0,-14,9,1034,1,1,35,35,0,0,0,0,-6,1,1,0.61,0.60
17947,7493,0.60,-66.2,-68.2,-1.07,4,6,2.83,0,0,0,0,0,-14,9,1034,1,1,35,35,0,0,0,0,-6,1,1,0.61,0.60
17949,7494,0.62,-69.8,-71.8,-1.03,4,7,1.98,0,0,0,0,0,-14,9,1034,1,1,35,35,0,0,0,0,-6,1,1,0.62,0.61
17951,7495,0.57,-69.8,-72.1,-1.07,4,6,2.72,0,0,0,0,0,-14,9,1034,1,1,35,35,0,0,0,0,-6,1,1,0.62,0.61
17953,7496,0.61,-69.7,-71.9,-1.10,4,7,1.92,0,0,0,0,0,-14,9,1034,1,1,35,35,0,0,0,0,-6,1,1,0.61,0.61
17956,7497,0.57,-66.5,-69.0,-1.15,4,6,2.45,0,0,0,0,0,-15,9,1034,1,1,35,35,0,0,0,0,-3,5,1,0.60,0.61
17958,7498,0.57,-69.7,-71.7,-1.21,4,7,1.81,0,0,0,0,0,-15,9,1034,1,1,35,35,0,0,0,0,-3,5,1,0.57,0.60
17960,7499,0.62,-69.8,-71.8,-1.15,4,7,1.86,0,0,0,0,0,-15,9,1034,1,1,35,35,0,0,0,0,-3,5,1,0.57,0.60
17962,7500,0.57,-78.5,-80.8,-1.15,4,6,2.66,0,0,0,0,0,-15,9,1034,1,1,35,35,0,0,0,0,-3,5,1,0.57,0.60
17964,7501,0.62,-69.8,-71.8,-1.12,4,7,1.84,0,0,0,0,0,-15,9,1034,1,1,35,35,0,0,0,0,-3,5,1,0.57,0.60
17967,7502,0.56,-69.8,-72.1,-1.15,4,6,2.38,0,0,0,0,0,-15,9,1034,1,1,35,35,0,0,0,0,-3,5,1,0.57,0.60
17969,7503,0.56,-69.8,-72.0,-1.15,4,7,1.80,0,0,0,0,0,-15,9,1034,1,1,35,35,0,0,0,0,-3,5,1,0.57,0.60
17971,7504,0.62,-70.0,-72.8,-1.09,4,7,2.22,0,0,0,0,0,-15,9,1034,1,1,35,35,0,0,0,0,-3,5,1,0.57,0.60
17973,7505,0.63,-70.3,-72.5,-1.10,4,7,1.50,0,0,0,0,0,-15,9,1034,1,1,35,35,0,0,0,0,-3,5,1,0.62,0.60
17975,7506,0.61,-66.2,-68.0,-1.00,4,7,1.81,0,0,0,0,0,-15,9,1035,1,1,35,35,0,0,0,3,-9,2,1,0.61,0.60
17978,7507,0.60,-73.4,-76.0,-1.07,4,7,1.33,0,0,0,0,0,-15,9,1035,1,1,35,35,0,0,0,3,-9,2,1,0.61,0.60
17980,7508,0.56,-73.6,-75.5,-1.19,4,7,1.70,0,0,0,0,0,-15,9,1035,1,1,35,35,0,0,0,3,-9,2,1,0.61,0.60
17982,7509,0.59,-69.8,-72.4,-1.09,4,7,2.28,0,0,0,0,0,-15,9,1035,1,1,35,35,0,0,0,3,-9,2,1,0.60,0.60
17984,7510,0.58,-66.5,-68.7,-1.16,4,7,1.67,0,0,0,0,0,-15,9,1035,1,1,35,35,0,0,0,3,-9,2,1,0.59,0.60
17986,7511,0.66,-69.8,-71.6,-1.10,4,7,1.77,0,0,0,0,0,-15,9,1035,1,1,35,35,0,0,0,3,-9,2,1,0.59,0.60
17989,7512,0.57,-69.8,-71.9,-1.16,4,7,1.48,0,0,0,0,0,-15,9,1035,1,1,35,35,0,0,0,3,-9,2,1,0.58,0.60
17991,7513,0.60,-69.7,-71.8,-1.12,4,7,1.78,0,0,0,0,0,-15,9,1035,1,1,35,35,0,0,0,3,-9,2,1,0.59,0.60
17993,7514,0.62,-78.6,-81.2,-1.07,4,7,2.28,0,0,0,0,0,-15,9,1035,1,1,35,35,0,0,0,3,-9,2,1,0.60,0.60
17995,7515,0.59,-69.7,-71.9,-1.22,4,7,1.70,0,0,0,0,0,-15,8,1034,1,1,35,35,0,0,0,4,-8,1,1,0.60,0.60
17997,7516,0.55,-73.4,-76.3,-1.06,4,7,2.19,0,0,0,0,0,-15,8,1034,1,1,35,35,0,0,0,4,-8,1,1,0.59,0.60
18000,7517,0.62,-70.4,-72.8,-1.10,4,7,1.28,0,0,0,0,0,-15,8,1034,1,1,35,35,0,0,0,4,-8,1,1,0.60,0.60
18002,7518,0.58,-69.8,-71.8,-1.24,4,7,1.73,0,0,0,0,0,-15,8,1034,1,1,35,35,0,0,0,4,-8,1,1,0.59,0.60
18004,7519,0.58,-73.4,-75.9,-1.25,4,7,1.28,0,0,0,0,0,-15,8,1034,1,1,35,35,0,0,0,4,-8,1,1,0.58,0.60
18006,7520,0.58,-69.8,-72.1,-1.06,4,7,1.77,0,0,0,0,0,-15,8,1034,1,1,35,35,0,0,0,4,-8,1,1,0.58,0.60
18009,7521,0.57,-66.2,-69.1,-1.13,4,7,2.09,0,0,0,0,0,-15,8,1034,1,1,35,35,0,0,0,4,-8,1,1,0.58,0.59
18011,7522,0.62,-69.8,-72.0,-1.10,4,7,1.53,0,0,0,0,0,-15,8,1034,1,1,35,35,0,0,0,4,-8,1,1,0.58,0.59
18013,7523,0.57,-66.2,-68.3,-1.13,4,7,1.81,0,0,0,0,0,-15,8,1034,1,1,35,35,0,0,0,4,-8,1,1,0.58,0.59
18015,7524,0.62,-69.8,-72.5,-1.22,4,7,2.34,0,0,0,0,0,-15,9,1036,1,1,35,35,0,0,0,5,13,1,1,0.58,0.59
18017,7525,0.59,-69.8,-71.8,-1.13,4,7,1.75,0,0,0,0,0,-15,9,1036,1,1,35,35,0,0,0,5,13,1,1,0.59,0.59
18020,7526,0.59,-73.4,-76.2,-1.21,4,7,1.03,0,0,0,0,0,-15,9,1036,1,1,35,35,0,0,0,5,13,1,1,0.59,0.59
18022,7527,0.67,-70.0,-72.3,-1.09,4,7,1.59,0,0,0,0,0,-15,9,1036,1,1,35,35,0,0,0,5,13,1,1,0.59,0.59
