61692,22157,0.60,-74.3,-79.8,-1.06,4,4,5.17,0,0,0,0,0,-31,-14,1033,1,1,36,36,0,0,0,2,3,-1,1,0.57,0.57
61695,22158,0.62,-74.0,-80.0,-0.86,4,4,4.83,0,0,0,0,0,-31,-14,1033,1,1,36,36,0,0,0,2,3,-1,1,0.59,0.58
61697,22159,0.53,-70.4,-76.1,-1.13,4,4,4.66,0,0,0,0,0,-31,-14,1033,1,1,36,36,0,0,0,2,3,-1,1,0.59,0.58
61699,22160,0.60,-70.8,-77.8,-1.09,4,4,5.00,0,0,0,0,0,-31,-14,1033,1,1,36,36,0,0,0,2,3,-1,1,0.60,0.58
61702,22161,0.55,-70.3,-76.1,-1.06,4,4,4.86,0,0,0,0,0,-31,-14,1033,1,1,36,36,0,0,0,2,3,-1,1,0.60,0.58
61704,22162,0.58,-70.4,-76.7,-1.09,4,4,5.27,0,0,0,0,0,-31,-14,1033,1,1,36,36,0,0,0,2,3,-1,1,0.58,0.58
61706,22163,0.58,-71.0,-77.1,-1.07,4,4,4.92,0,0,0,0,0,-31,-14,1033,1,1,36,36,0,0,0,2,3,-1,1,0.58,0.58
61708,22164,0.58,-74.0,-80.0,-1.10,4,4,5.27,0,0,0,0,0,-31,-14,1034,1,1,36,36,0,0,0,2,1,3,1,0.58,0.58
61711,22165,0.61,-74.2,-80.6,-1.03,4,4,4.94,0,0,0,0,0,-31,-14,1034,1,1,36,36,0,0,0,2,1,3,1,0.58,0.58
61713,22166,0.53,-70.3,-76.3,-1.18,4,4,4.77,0,0,0,0,0,-31,-14,1034,1,1,36,36,0,0,0,2,1,3,1,0.58,0.58
61715,22167,0.56,-68.0,-73.3,-0.89,4,3,5.45,0,0,0,0,0,-31,-14,1034,1,1,36,36,0,0,0,2,1,3,1,0.58,0.58
61717,22168,0.55,-70.8,-77.2,-1.15,4,4,4.95,0,0,0,0,0,-31,-14,1034,1,1,36,36,0,0,0,2,1,3,1,0.56,0.58
61720,22169,0.55,-70.3,-76.2,-1.07,4,4,4.75,0,0,0,0,0,-31,-14,1034,1,1,36,36,0,0,0,2,1,3,1,0.55,0.58
61722,22170,0.56,-78.2,-83.1,-1.04,4,4,5.30,0,0,0,0,0,-31,-14,1034,1,1,36,36,0,0,0,2,1,3,1,0.55,0.58
61724,22171,0.56,-71.0,-77.7,-0.89,4,4,4.89,0,0,0,0,0,-31,-14,1034,1,1,36,36,0,0,0,2,1,3,1,0.56,0.58
61726,22172,0.59,-70.6,-76.8,-0.94,4,4,5.34,0,0,0,0,0,-31,-14,1034,1,1,36,36,0,0,0,2,1,3,1,0.56,0.57
61729,22173,0.61,-70.8,-77.5,-1.04,4,4,5.00,0,0,0,0,0,-30,-13,1034,1,1,36,36,0,0,0,2,0,-2,1,0.56,0.57
61731,22174,0.56,-70.4,-76.6,-1.00,4,4,4.73,0,0,0,0,0,-30,-13,1034,1,1,36,36,0,0,0,2,0,-2,1,0.56,0.57
61733,22175,0.59,-68.3,-73.2,-1.04,4,4,5.25,0,0,0,0,0,-30,-13,1034,1,1,36,36,0,0,0,2,0,-2,1,0.59,0.57
61735,22176,0.58,-77.9,-83.4,-1.07,4,4,4.83,0,0,0,0,0,-30,-13,1034,1,1,36,36,0,0,0,2,0,-2,1,0.59,0.58
61738,22177,0.58,-74.1,-79.7,-1.01,4,3,5.47,0,0,0,0,0,-30,-13,1034,1,1,36,36,0,0,0,2,0,-2,1,0.58,0.58
61740,22178,0.54,-68.0,-73.1,-1.13,4,4,5.17,0,0,0,0,0,-30,-13,1034,1,1,36,36,0,0,0,2,0,-2,1,0.58,0.58
61742,22179,0.57,-70.6,-76.8,-1.00,4,4,4.73,0,0,0,0,0,-30,-13,1034,1,1,36,36,0,0,0,2,0,-2,1,0.58,0.58
61744,22180,0.57,-70.1,-75.7,-1.10,4,4,5.28,0,0,0,0,0,-30,-13,1034,1,1,36,36,0,0,0,2,0,-2,1,0.57,0.58
