ms,sample,dist,rx_power,fp_power,clock_ppm,score,nlos,peak_fp,fp_conf,sts,iax,iay,iaz,rax,ray,raz,resp_acq_ms,init_acq_ms,resp_profile_opt,init_profile_opt,igx,igy,igz,rgx,rgy,rgz,valid,dist_filt
63143,26970,2.81,-79.5,-81.7,-1.12,4,7,1.00,0,0,0,0,0,-14,-29,1034,1,1,35,35,0,0,0,2,4,-2,1,2.78
63145,26971,2.00,-79.4,-81.5,-1.18,4,7,1.28,0,0,0,0,0,-14,-29,1034,1,1,35,35,0,0,0,2,4,-2,0,2.78
63147,26972,2.82,-79.5,-81.6,-1.12,4,7,1.80,0,0,0,0,0,-14,-29,1034,1,1,35,35,0,0,0,2,4,-2,1,2.81
63149,26973,2.80,-79.4,-81.9,-1.22,4,7,2.17,0,0,0,0,0,-14,-29,1034,1,1,35,35,0,0,0,2,4,-2,1,2.80
63151,26974,2.81,-79.4,-81.4,-1.15,4,7,1.39,0,0,0,0,0,-14,-29,1034,1,1,35,35,0,0,0,2,4,1,1,2.81
63153,26975,2.80,-79.7,-81.8,-1.10,4,7,2.00,0,0,0,0,0,-14,-29,1034,1,1,35,35,0,0,0,2,4,1,1,2.81
63156,26976,2.84,-79.5,-81.7,-1.13,4,7,1.09,0,0,0,0,0,-14,-29,1034,1,1,35,35,0,0,0,2,4,1,1,2.81
63158,26977,1.30,-79.5,-106.0,-1.22,2,3,6.45,0,0,0,0,0,-14,-29,1034,1,1,35,35,0,0,0,2,4,1,0,2.81
63160,26978,2.32,-79.5,-98.8,-1.15,2,4,5.09,0,0,0,0,0,-14,-29,1034,1,1,35,35,0,0,0,2,4,1,0,2.81
63162,26979,2.10,-79.5,-106.5,-1.19,2,3,6.03,0,0,0,0,0,-14,-29,1034,1,1,35,35,0,0,0,2,4,1,0,2.81
63164,26980,2.12,-79.5,-81.8,-1.16,4,7,2.00,0,0,0,0,0,-14,-29,1034,1,1,35,35,0,0,0,2,4,1,0,2.81
63166,26981,2.10,-79.5,-104.5,-1.12,2,3,5.75,0,0,0,0,0,-14,-29,1034,1,1,35,35,0,0,0,2,4,1,0,2.81
63168,26982,2.79,-79.7,-81.7,-1.12,4,7,1.70,0,0,0,0,0,-14,-29,1034,1,1,35,35,0,0,0,2,4,1,1,2.80
63171,26983,2.77,-79.4,-81.6,-1.13,4,7,1.98,0,0,0,0,0,-14,-29,1035,1,1,35,35,0,0,0,5,1,0,1,2.80
63173,26984,2.79,-79.6,-81.8,-1.07,4,6,2.50,0,0,0,0,0,-14,-28,1035,1,1,35,35,0,0,0,5,1,0,1,2.79
63175,26985,2.80,-79.5,-81.6,-1.18,4,7,1.69,0,0,0,0,0,-14,-28,1035,1,1,35,35,0,0,0,5,1,0,1,2.79
63177,26986,2.81,-79.5,-81.9,-1.16,4,7,1.11,0,0,0,0,0,-14,-28,1035,1,1,35,35,0,0,0,5,1,0,1,2.79
63179,26987,2.83,-79.6,-81.6,-0.97,4,7,1.58,0,0,0,0,0,-14,-28,1035,1,1,35,35,0,0,0,5,1,0,1,2.80
63181,26988,2.81,-79.6,-81.8,-1.09,4,7,2.00,0,0,0,0,0,-14,-28,1035,1,1,35,35,0,0,0,5,1,0,1,2.81
63183,26989,2.78,-79.4,-81.7,-1.18,4,7,1.42,0,0,0,0,0,-14,-28,1035,1,1,35,35,0,0,0,5,1,0,1,2.81
63186,26990,2.80,-79.4,-81.6,-1.15,4,7,1.80,0,0,0,0,0,-14,-28,1035,1,1,35,35,0,0,0,5,1,0,1,2.81
63188,26991,2.03,-79.4,-107.3,-1.22,2,2,7.17,0,0,0,0,0,-14,-28,1035,1,1,35,35,0,0,0,5,1,0,0,2.81
63190,26992,2.31,-79.4,-81.6,-1.06,4,7,1.63,0,0,0,0,0,-14,-28,1035,1,1,35,35,0,0,0,5,1,0,0,2.81
63192,26993,2.71,-79.7,-81.9,-1.22,4,7,1.86,0,0,0,0,0,-15,-28,1036,1,1,35,35,0,0,0,4,-1,1,1,2.80
63194,26994,2.79,-79.4,-81.8,-1.12,4,7,1.34,0,0,0,0,0,-15,-28,1036,1,1,35,35,0,0,0,4,-1,1,1,2.79
63196,26995,2.69,-79.5,-81.7,-1.18,4,7,2.00,0,0,0,0,0,-15,-28,1036,1,1,35,35,0,0,0,4,-1,1,1,2.78
63199,26996,2.01,-79.6,-108.4,-1.22,2,2,7.16,0,0,0,0,0,-15,-28,1036,1,1,35,35,0,0,0,4,-1,1,0,2.78
63201,26997,2.76,-79.5,-81.7,-1.22,4,6,2.58,0,0,0,0,0,-15,-28,1036,1,1,35,35,0,0,0,4,-1,1,1,2.76
63203,26998,2.77,-79.6,-81.7,-1.25,4,7,1.83,0,0,0,0,0,-15,-28,1036,1,1,35,35,0,0,0,4,-1,1,1,2.76
63205,26999,2.03,-79.4,-81.7,-1.16,4,7,2.20,0,0,0,0,0,-15,-28,1036,1,1,35,35,0,0,0,4,-1,1,0,2.76
63207,27000,2.88,-79.5,-81.6,-1.07,4,7,1.25,0,0,0,0,0,-15,-28,1036,1,1,35,35,0,0,0,4,-1,1,1,2.77
63209,27001,2.04,-79.5,-107.5,-1.21,2,2,7.08,0,0,0,0,0,-15,-28,1036,1,1,35,35,0,0,0,4,-1,1,0,2.77
63212,27002,2.80,-79.6,-81.9,-1.22,4,7,1.23,0,0,0,0,0,-14,-28,1035,1,1,35,35,0,0,0,5,0,4,1,2.77
63214,27003,2.74,-79.5,-81.7,-1.21,4,7,1.66,0,0,0,0,0,-14,-28,1035,1,1,35,35,0,0,0,5,0,4,1,2.77
63216,27004,2.00,-79.5,-106.3,-1.19,2,2,7.20,0,0,0,0,0,-14,-28,1035,1,1,35,35,0,0,0,5,0,4,0,2.77
63218,27005,2.10,-79.4,-106.0,-1.21,2,3,6.25,0,0,0,0,0,-14,-28,1035,1,1,35,35,0,0,0,5,0,4,0,2.77
63220,27006,2.82,-75.0,-76.9,-1.00,4,7,1.72,0,0,0,0,0,-14,-28,1035,1,1,35,35,0,0,0,5,0,4,1,2.80
63236,27007,2.35,-79.6,-99.5,-1.09,2,5,4.11,0,0,0,0,0,-14,-28,1035,1,1,35,35,0,0,0,5,0,4,1,2.80
63237,27008,2.75,-79.4,-81.6,-1.22,4,7,2.00,0,0,0,0,0,-15,-28,1035,1,1,35,35,0,0,0,4,0,5,0,2.80
63239,27009,1.37,-79.5,-104.6,-1.13,2,2,6.61,0,0,0,0,0,-15,-28,1035,1,1,35,35,0,0,0,4,0,5,0,2.80
63242,27010,2.83,-79.5,-81.6,-1.25,4,7,1.50,0,0,0,0,0,-15,-28,1035,1,1,35,35,0,0,0,4,0,5,0,2.80
63244,27011,2.81,-79.6,-81.9,-1.13,4,7,1.00,0,0,0,0,0,-15,-28,1035,1,1,35,35,0,0,0,4,0,5,0,2.80
63246,27012,2.13,-79.5,-81.7,-1.25,4,7,1.03,0,0,0,0,0,-15,-28,1035,1,1,35,35,0,0,0,4,0,5,1,2.74
63248,27013,2.40,-79.4,-81.5,-1.15,4,7,1.81,0,0,0,0,0,-15,-28,1035,1,1,35,35,0,0,0,4,0,5,1,2.40
63250,27014,2.77,-79.5,-82.0,-1.15,4,7,2.19,0,0,0,0,0,-13,-29,1035,1,1,35,35,0,0,0,3,0,4,0,2.40
63252,27015,2.79,-79.5,-81.5,-1.21,4,7,1.56,0,0,0,0,0,-13,-29,1035,1,1,35,35,0,0,0,3,0,4,0,2.40
63254,27016,2.81,-79.5,-81.7,-1.18,4,7,1.00,0,0,0,0,0,-13,-29,1035,1,1,35,35,0,0,0,3,0,4,0,2.40
63257,27017,1.99,-79.5,-107.1,-1.18,2,2,6.81,0,0,0,0,0,-13,-29,1035,1,1,35,35,0,0,0,3,0,4,0,2.40
63259,27018,2.82,-79.5,-81.7,-1.04,4,7,2.00,0,0,0,0,0,-13,-29,1035,1,1,35,35,0,0,0,3,0,4,1,2.40
63261,27019,2.78,-79.6,-82.0,-1.19,4,7,2.11,0,0,0,0,0,-13,-29,1035,1,1,35,35,0,0,0,3,0,4,1,2.40
63263,27020,2.04,-79.6,-81.7,-1.24,4,7,1.59,0,0,0,0,0,-13,-29,1035,1,1,35,35,0,0,0,3,0,4,0,2.40
63265,27021,2.05,-79.6,-105.5,-1.15,2,2,7.00,0,0,0,0,0,-13,-29,1035,1,1,35,35,0,0,0,3,0,4,0,2.40
63267,27022,2.86,-79.6,-81.7,-1.21,4,7,1.11,0,0,0,0,0,-13,-29,1035,1,1,35,35,0,0,0,3,0,4,1,2.78
63269,27023,2.83,-75.2,-77.2,-1.01,4,7,1.80,0,0,0,0,0,-13,-29,1035,1,1,35,35,0,0,0,3,0,4,1,2.82
63272,27024,1.28,-79.6,-107.3,-1.22,2,3,6.28,0,0,0,0,0,-14,-29,1036,1,1,35,35,0,0,0,1,0,1,0,2.82
63274,27025,2.10,-79.4,-102.7,-1.15,2,3,5.91,0,0,0,0,0,-14,-29,1036,1,1,35,35,0,0,0,1,0,1,0,2.82
63276,27026,2.80,-79.5,-81.7,-1.13,4,7,1.86,0,0,0,0,0,-14,-29,1036,1,1,35,35,0,0,0,1,0,1,1,2.82
63278,27027,1.23,-79.7,-106.3,-1.10,2,2,6.50,0,0,0,0,0,-14,-29,1036,1,1,35,35,0,0,0,1,0,1,0,2.82
63280,27028,2.73,-79.6,-81.8,-1.13,4,7,1.69,0,0,0,0,0,-14,-29,1036,1,1,35,35,0,0,0,1,0,1,1,2.80
63282,27029,2.84,-79.5,-81.6,-1.12,4,7,1.83,0,0,0,0,0,-14,-29,1036,1,1,35,35,0,0,0,1,0,1,1,2.83
63285,27030,2.12,-79.6,-103.0,-1.12,2,3,5.97,0,0,0,0,0,-14,-29,1036,1,1,35,35,0,0,0,1,0,1,0,2.83
63287,27031,2.80,-79.5,-81.7,-1.19,4,7,1.92,0,0,0,0,0,-14,-29,1036,1,1,35,35,0,0,0,1,0,1,1,2.80
63289,27032,2.02,-79.5,-81.8,-1.22,4,7,1.20,0,0,0,0,0,-14,-29,1036,1,1,35,35,0,0,0,1,0,1,0,2.80
63291,27033,2.00,-79.6,-81.6,-1.12,4,7,1.70,0,0,0,0,0,-14,-28,1035,1,1,35,35,0,0,0,3,1,-1,0,2.80
63293,27034,2.83,-79.6,-81.8,-1.16,4,7,1.86,0,0,0,0,0,-14,-28,1035,1,1,35,35,0,0,0,3,1,-1,1,2.80
63295,27035,2.80,-79.6,-81.8,-1.01,4,6,2.50,0,0,0,0,0,-14,-28,1035,1,1,35,35,0,0,0,3,1,-1,1,2.80
63297,27036,2.80,-79.4,-81.5,-1.12,4,7,1.80,0,0,0,0,0,-14,-28,1035,1,1,35,35,0,0,0,3,1,-1,1,2.80
63300,27037,2.86,-79.5,-81.8,-1.22,4,7,0.97,0,0,0,0,0,-14,-28,1035,1,1,35,35,0,0,0,3,1,-1,1,2.80
63302,27038,2.80,-79.6,-81.6,-1.13,4,7,1.50,0,0,0,0,0,-14,-28,1035,1,1,35,35,0,0,0,3,1,-1,1,2.80
63304,27039,2.77,-79.4,-81.5,-1.21,4,7,1.88,0,0,0,0,0,-14,-28,1035,1,1,35,35,0,0,0,3,1,-1,1,2.80
63306,27040,2.78,-79.4,-81.7,-1.28,4,7,2.25,0,0,0,0,0,-14,-28,1035,1,1,35,35,0,0,0,3,1,-1,1,2.80
63308,27041,2.11,-79.5,-81.6,-1.12,4,7,1.38,0,0,0,0,0,-14,-28,1035,1,1,35,35,0,0,0,3,1,-1,0,2.80
63310,27042,2.80,-79.6,-81.9,-1.15,4,7,2.00,0,0,0,0,0,-14,-27,1035,1,1,35,35,0,0,0,4,3,2,1,2.80
63313,27043,2.05,-79.5,-106.8,-1.18,2,3,6.08,0,0,0,0,0,-14,-27,1035,1,1,35,35,0,0,0,4,3,2,0,2.80
63315,27044,2.76,-79.6,-81.7,-1.24,4,7,1.81,0,0,0,0,0,-14,-27,1035,1,1,35,35,0,0,0,4,3,2,1,2.78
63317,27045,2.84,-79.4,-81.8,-1.10,4,7,1.14,0,0,0,0,0,-14,-27,1035,1,1,35,35,0,0,0,4,3,2,1,2.78
63319,27046,2.74,-79.6,-81.6,-1.15,4,7,1.64,0,0,0,0,0,-14,-27,1035,1,1,35,35,0,0,0,4,3,2,1,2.78
63321,27047,2.80,-79.5,-81.7,-1.18,4,7,2.00,0,0,0,0,0,-14,-27,1035,1,1,35,35,0,0,0,4,3,2,1,2.80
63323,27048,2.05,-79.4,-81.7,-1.18,4,7,1.34,0,0,0,0,0,-14,-27,1035,1,1,35,35,0,0,0,4,3,2,0,2.80
63325,27049,2.15,-79.4,-81.4,-1.06,4,7,1.70,0,0,0,0,0,-14,-27,1035,1,1,35,35,0,0,0,4,3,2,0,2.80
63328,27050,2.80,-79.6,-82.1,-1.16,4,7,1.08,0,0,0,0,0,-14,-27,1035,1,1,35,35,0,0,0,4,3,2,1,2.80
63330,27051,2.22,-79.5,-81.6,-1.12,4,7,1.36,0,0,0,0,0,-14,-28,1037,1,1,35,35,0,0,0,3,-1,-1,0,2.80
63332,27052,2.69,-79.4,-81.6,-1.25,4,7,1.97,0,0,0,0,0,-14,-28,1037,1,1,35,35,0,0,0,3,-1,-1,1,2.80
63334,27053,2.00,-79.4,-106.9,-1.19,2,2,6.48,0,0,0,0,0,-14,-28,1037,1,1,35,35,0,0,0,3,-1,-1,0,2.80
63336,27054,2.45,-79.5,-81.7,-1.09,4,7,1.64,0,0,0,0,0,-14,-28,1037,1,1,35,35,0,0,0,3,-1,-1,1,2.74
63338,27055,2.82,-79.5,-81.7,-1.04,4,7,1.94,0,0,0,0,0,-14,-28,1037,1,1,35,35,0,0,0,3,-1,-1,0,2.74
63341,27056,2.76,-79.4,-81.8,-1.15,4,7,2.34,0,0,0,0,0,-14,-28,1037,1,1,35,35,0,0,0,3,-1,-1,1,2.76
63343,27057,2.13,-79.7,-81.7,-1.07,4,7,1.72,0,0,0,0,0,-14,-28,1037,1,1,35,35,0,0,0,3,-1,-1,0,2.76
63345,27058,2.18,-79.5,-82.3,-1.21,4,7,2.03,0,0,0,0,0,-14,-28,1037,1,1,35,35,0,0,0,3,-1,-1,0,2.76
63347,27059,2.80,-79.4,-81.7,-1.06,4,7,1.38,0,0,0,0,0,-14,-28,1037,1,1,35,35,0,0,0,3,-1,-1,1,2.76
63349,27060,2.32,-79.6,-102.9,-1.10,2,4,5.08,0,0,0,0,0,-14,-28,1037,1,1,35,35,0,0,0,3,-1,2,0,2.76
63352,27061,2.69,-79.6,-81.8,-1.15,4,7,1.00,0,0,0,0,0,-15,-28,1035,1,1,35,35,0,0,0,4,2,2,1,2.69
63354,27062,2.79,-79.4,-81.7,-1.07,4,7,1.42,0,0,0,0,0,-15,-28,1035,1,1,35,35,0,0,0,4,2,2,1,2.76
63356,27063,2.84,-79.4,-81.5,-1.10,4,7,1.70,0,0,0,0,0,-15,-28,1035,1,1,35,35,0,0,0,4,2,2,1,2.79
63358,27064,2.06,-79.5,-81.9,-1.21,4,7,1.14,0,0,0,0,0,-15,-28,1035,1,1,35,35,0,0,0,4,2,2,0,2.79
63360,27065,2.07,-79.6,-106.9,-1.03,2,3,6.22,0,0,0,0,0,-15,-28,1035,1,1,35,35,0,0,0,4,2,2,0,2.79
63362,27066,2.80,-79.5,-81.5,-1.19,4,7,1.84,0,0,0,0,0,-15,-28,1035,1,1,35,35,0,0,0,4,2,2,1,2.80
63364,27067,2.78,-79.5,-81.7,-1.21,4,6,2.39,0,0,0,0,0,-15,-28,1035,1,1,35,35,0,0,0,4,2,2,1,2.79
63367,27068,1.98,-75.0,-101.1,-1.18,2,2,7.17,0,0,0,0,0,-15,-28,1035,1,1,35,35,0,0,0,4,2,2,0,2.79
63369,27069,2.80,-79.6,-82.1,-1.28,4,7,1.08,0,0,0,0,0,-15,-28,1035,1,1,35,35,0,0,0,4,2,2,1,2.80
63371,27070,1.64,-79.5,-95.0,-1.13,3,5,4.16,0,0,0,0,0,-14,-29,1034,1,1,35,35,0,0,0,4,0,0,0,2.80
63386,27071,2.83,-79.4,-81.4,-1.04,4,7,1.72,0,0,0,0,0,-14,-29,1034,1,1,35,35,0,0,0,4,0,0,1,2.80
63388,27072,2.87,-79.6,-81.7,-1.10,4,7,1.27,0,0,0,0,0,-14,-29,1034,1,1,35,35,0,0,0,4,0,0,1,2.80
63390,27073,2.04,-79.6,-81.7,-1.22,4,7,1.81,0,0,0,0,0,-13,-28,1035,1,1,35,35,0,0,0,3,-2,2,0,2.80
63392,27074,2.11,-79.6,-103.5,-1.10,2,3,6.00,0,0,0,0,0,-13,-28,1035,1,1,35,35,0,0,0,3,-2,2,0,2.80
63395,27075,2.85,-79.5,-81.6,-1.09,4,7,1.53,0,0,0,0,0,-13,-28,1035,1,1,35,35,0,0,0,3,-2,2,1,2.83
63397,27076,2.04,-79.5,-107.0,-1.12,2,2,7.08,0,0,0,0,0,-13,-28,1035,1,1,35,35,0,0,0,3,-2,2,0,2.83
63399,27077,2.33,-79.5,-81.7,-1.07,4,7,1.36,0,0,0,0,0,-13,-28,1035,1,1,35,35,0,0,0,3,-2,2,0,2.83
63401,27078,2.72,-79.5,-81.6,-1.15,4,7,1.77,0,0,0,0,0,-13,-28,1035,1,1,35,35,0,0,0,3,-2,2,1,2.83
63403,27079,2.07,-79.7,-81.9,-1.28,4,7,0.92,0,0,0,0,0,-13,-28,1035,1,1,35,35,0,0,0,3,-2,2,0,2.83
63405,27080,2.09,-79.5,-106.9,-1.10,2,2,7.25,0,0,0,0,0,-13,-28,1035,1,1,35,35,0,0,0,3,-2,2,0,2.83
63408,27081,1.99,-79.5,-107.7,-1.21,2,2,7.14,0,0,0,0,0,-13,-28,1035,1,1,35,35,0,0,0,3,-2,2,0,2.83
63410,27082,1.29,-79.4,-104.5,-1.18,2,2,6.92,0,0,0,0,0,-13,-29,1035,1,1,35,35,0,0,0,3,-5,1,0,2.83
63412,27083,2.60,-79.5,-81.7,-1.22,4,7,1.56,0,0,0,0,0,-13,-29,1035,1,1,35,35,0,0,0,3,-5,1,1,2.83
63414,27084,2.08,-79.4,-105.0,-1.21,2,2,6.75,0,0,0,0,0,-13,-29,1035,1,1,35,35,0,0,0,3,-5,1,0,2.83
63416,27085,2.86,-79.6,-81.8,-1.22,4,7,1.00,0,0,0,0,0,-13,-29,1035,1,1,35,35,0,0,0,3,-5,1,1,2.85
63418,27086,2.80,-79.4,-81.4,-1.19,4,7,1.58,0,0,0,0,0,-13,-29,1035,1,1,35,35,0,0,0,3,-5,1,1,2.80
63421,27087,2.80,-79.5,-82.3,-1.22,4,7,2.13,0,0,0,0,0,-13,-29,1035,1,1,35,35,0,0,0,3,-5,1,1,2.80
63423,27088,2.09,-79.6,-103.2,-1.16,2,3,5.95,0,0,0,0,0,-13,-29,1035,1,1,35,35,0,0,0,3,-5,1,0,2.80
63425,27089,2.81,-79.5,-81.5,-1.13,4,7,1.69,0,0,0,0,0,-13,-29,1035,1,1,35,35,0,0,0,3,-5,1,1,2.80
63427,27090,2.05,-79.6,-107.2,-1.16,2,3,6.11,0,0,0,0,0,-13,-29,1035,1,1,35,35,0,0,0,3,-5,1,0,2.80
63429,27091,2.77,-79.6,-81.6,-1.15,4,7,1.45,0,0,0,0,0,-14,-30,1036,1,1,35,35,0,0,0,5,2,4,1,2.80
63431,27092,2.82,-79.6,-81.6,-1.10,4,7,1.83,0,0,0,0,0,-14,-30,1036,1,1,35,35,0,0,0,5,2,4,1,2.80
63434,27093,2.05,-79.5,-106.4,-0.97,2,2,6.50,0,0,0,0,0,-14,-30,1036,1,1,35,35,0,0,0,5,2,4,0,2.80
63436,27094,2.73,-79.4,-81.5,-1.22,4,7,2.00,0,0,0,0,0,-14,-30,1036,1,1,35,35,0,0,0,5,2,4,1,2.80
63438,27095,1.55,-79.7,-108.0,-1.15,2,3,6.14,0,0,0,0,0,-14,-30,1036,1,1,35,35,0,0,0,5,2,4,0,2.80
63440,27096,1.98,-79.5,-106.6,-1.31,2,2,6.56,0,0,0,0,0,-14,-30,1036,1,1,35,35,0,0,0,5,2,4,0,2.80
63442,27097,2.07,-79.6,-106.5,-1.13,2,2,7.00,0,0,0,0,0,-14,-30,1036,1,1,35,35,0,0,0,5,2,4,0,2.80
63444,27098,2.04,-79.5,-107.7,-1.13,2,2,7.03,0,0,0,0,0,-14,-30,1036,1,1,35,35,0,0,0,5,2,4,0,2.80
63447,27099,2.08,-79.4,-107.0,-1.22,2,3,6.14,0,0,0,0,0,-14,-30,1036,1,1,35,35,0,0,0,5,2,4,0,2.80
63449,27100,2.00,-79.6,-81.7,-1.25,4,7,2.00,0,0,0,0,0,-14,-30,1036,1,1,35,35,0,0,0,5,2,4,0,2.80
63451,27101,1.14,-79.7,-106.6,-1.19,2,2,7.00,0,0,0,0,0,-14,-28,1034,1,1,35,35,0,0,0,4,-1,1,0,2.80
63453,27102,2.82,-79.5,-81.7,-1.12,4,7,1.64,0,0,0,0,0,-14,-28,1034,1,1,35,35,0,0,0,4,-1,1,1,2.81
63455,27103,1.94,-79.4,-107.4,-1.10,2,2,7.13,0,0,0,0,0,-14,-28,1034,1,1,35,35,0,0,0,4,-1,1,0,2.81
63457,27104,2.87,-79.4,-81.6,-1.09,4,7,1.16,0,0,0,0,0,-14,-28,1034,1,1,35,35,0,0,0,4,-1,1,1,2.82
63460,27105,1.98,-79.4,-81.5,-1.21,4,7,1.66,0,0,0,0,0,-14,-28,1034,1,1,35,35,0,0,0,4,-1,1,0,2.82
63462,27106,1.96,-79.5,-82.1,-1.19,4,7,2.08,0,0,0,0,0,-14,-28,1034,1,1,35,35,0,0,0,4,-1,1,0,2.82
63464,27107,2.07,-79.5,-106.4,-1.16,2,3,6.13,0,0,0,0,0,-14,-28,1034,1,1,35,35,0,0,0,4,-1,1,0,2.82
63466,27108,2.81,-75.0,-76.8,-1.12,4,7,1.69,0,0,0,0,0,-14,-28,1034,1,1,35,35,0,0,0,4,-1,1,1,2.82
63468,27109,2.05,-79.6,-107.3,-1.12,2,3,6.25,0,0,0,0,0,-14,-28,1034,1,1,35,35,0,0,0,4,-1,1,0,2.82
63470,27110,2.78,-79.4,-81.6,-1.09,4,7,1.66,0,0,0,0,0,-14,-28,1035,1,1,35,35,0,0,0,0,-1,-3,1,2.81
63473,27111,2.82,-79.6,-81.7,-1.00,4,7,2.00,0,0,0,0,0,-14,-28,1035,1,1,35,35,0,0,0,0,-1,-3,1,2.82
63475,27112,2.09,-79.4,-104.8,-1.27,2,2,6.63,0,0,0,0,0,-14,-28,1035,1,1,35,35,0,0,0,0,-1,-3,0,2.82
63477,27113,2.80,-79.6,-81.7,-1.07,4,6,2.67,0,0,0,0,0,-14,-28,1035,1,1,35,35,0,0,0,0,-1,-3,1,2.81
63479,27114,2.80,-79.4,-81.5,-1.10,4,7,1.88,0,0,0,0,0,-14,-28,1035,1,1,35,35,0,0,0,0,-1,-3,1,2.80
63481,27115,2.09,-79.6,-109.0,-1.04,2,2,7.08,0,0,0,0,0,-14,-28,1035,1,1,35,35,0,0,0,0,-1,-3,0,2.80
63483,27116,2.83,-79.5,-81.6,-1.13,4,7,1.42,0,0,0,0,0,-14,-28,1035,1,1,35,35,0,0,0,0,-1,-3,1,2.80
63486,27117,1.23,-79.5,-105.3,-1.22,2,2,6.88,0,0,0,0,0,-14,-28,1035,1,1,35,35,0,0,0,0,-1,-3,0,2.80
63488,27118,2.07,-79.4,-103.7,-1.13,2,2,7.00,0,0,0,0,0,-14,-28,1035,1,1,35,35,0,0,0,0,-1,-3,0,2.80
63490,27119,2.00,-79.6,-105.8,-1.22,2,2,6.61,0,0,0,0,0,-13,-28,1035,1,1,35,35,0,0,0,2,-2,1,0,2.80
63492,27120,2.36,-79.4,-81.5,-1.22,4,7,2.00,0,0,0,0,0,-13,-28,1035,1,1,35,35,0,0,0,2,-2,1,0,2.80
63494,27121,1.29,-79.6,-108.4,-1.21,2,3,6.25,0,0,0,0,0,-13,-28,1035,1,1,35,35,0,0,0,2,-2,1,0,2.80
63497,27122,2.75,-79.6,-81.6,-1.22,4,7,2.00,0,0,0,0,0,-13,-28,1035,1,1,35,35,0,0,0,2,-2,1,1,2.80
63499,27123,2.81,-79.5,-81.7,-1.12,4,7,0.94,0,0,0,0,0,-13,-28,1035,1,1,35,35,0,0,0,2,-2,1,1,2.80
63501,27124,1.27,-79.4,-106.2,-1.19,2,3,6.20,0,0,0,0,0,-13,-28,1035,1,1,35,35,0,0,0,2,-2,1,0,2.80
63503,27125,2.82,-79.4,-81.5,-1.19,4,7,1.61,0,0,0,0,0,-13,-28,1035,1,1,35,35,0,0,0,2,-2,1,1,2.81
63505,27126,2.81,-79.5,-81.6,-1.09,4,7,1.92,0,0,0,0,0,-13,-28,1035,1,1,35,35,0,0,0,2,-2,1,1,2.81
63507,27127,2.79,-79.6,-81.7,-1.12,4,6,2.48,0,0,0,0,0,-13,-28,1035,1,1,35,35,0,0,0,2,-2,1,1,2.81
63510,27128,2.02,-75.6,-99.5,-1.22,2,2,6.86,0,0,0,0,0,-13,-28,1035,1,1,35,35,0,0,0,4,1,-2,0,2.81
63512,27129,2.65,-79.4,-81.8,-1.15,4,7,2.19,0,0,0,0,0,-13,-28,1035,1,1,35,35,0,0,0,4,1,-2,1,2.81
63514,27130,2.09,-79.5,-106.7,-1.12,2,2,6.48,0,0,0,0,0,-13,-28,1035,1,1,35,35,0,0,0,4,1,-2,0,2.81
63516,27131,2.11,-79.6,-105.1,-1.09,2,2,6.77,0,0,0,0,0,-13,-28,1035,1,1,35,35,0,0,0,4,1,-2,0,2.81
63518,27132,2.75,-79.5,-81.9,-1.16,4,6,2.41,0,0,0,0,0,-13,-28,1035,1,1,35,35,0,0,0,4,1,-2,1,2.79
63520,27133,2.84,-79.5,-81.6,-1.24,4,7,1.42,0,0,0,0,0,-13,-28,1035,1,1,35,35,0,0,0,4,1,-2,1,2.79
63523,27134,2.80,-79.6,-81.8,-1.15,4,7,0.97,0,0,0,0,0,-13,-28,1035,1,1,35,35,0,0,0,4,1,-2,1,2.79
63538,27135,2.05,-79.5,-107.3,-1.04,2,2,7.38,0,0,0,0,0,-13,-28,1035,1,1,35,35,0,0,0,4,1,-2,0,2.79
63540,27136,2.01,-79.6,-108.2,-1.28,2,2,7.02,0,0,0,0,0,-14,-29,1035,1,1,35,35,0,0,0,6,0,1,0,2.79
63542,27137,2.15,-79.7,-105.4,-0.92,2,3,5.91,0,0,0,0,0,-14,-29,1035,1,1,35,35,0,0,0,6,0,1,0,2.79
63544,27138,2.08,-75.4,-77.5,-1.13,4,7,1.80,0,0,0,0,0,-14,-29,1035,1,1,35,35,0,0,0,6,0,1,0,2.79
63546,27139,2.03,-79.4,-82.0,-1.24,4,7,2.05,0,0,0,0,0,-14,-29,1035,1,1,35,35,0,0,0,6,0,1,0,2.79
63549,27140,2.06,-79.4,-107.4,-1.18,2,3,6.23,0,0,0,0,0,-14,-28,1034,1,1,35,35,0,0,0,6,0,2,0,2.79
63551,27141,2.04,-79.5,-106.3,-1.19,2,2,6.88,0,0,0,0,0,-14,-28,1034,1,1,35,35,0,0,0,6,0,2,0,2.79
63553,27142,2.81,-79.5,-81.8,-1.12,4,7,1.27,0,0,0,0,0,-14,-28,1034,1,1,35,35,0,0,0,6,0,2,1,2.80
63555,27143,2.73,-79.5,-81.8,-1.16,4,7,2.00,0,0,0,0,0,-14,-28,1034,1,1,35,35,0,0,0,6,0,2,1,2.80
63557,27144,2.77,-79.4,-82.2,-1.15,4,7,2.08,0,0,0,0,0,-14,-28,1034,1,1,35,35,0,0,0,6,0,2,1,2.80
63559,27145,2.80,-79.4,-81.5,-1.22,4,7,1.19,0,0,0,0,0,-14,-28,1034,1,1,35,35,0,0,0,6,0,2,1,2.80
