ms,sample,dist,rx_power,fp_power,clock_ppm,score,nlos,peak_fp,fp_conf,sts,iax,iay,iaz,rax,ray,raz,resp_acq_ms,init_acq_ms,resp_profile_opt,init_profile_opt,igx,igy,igz,rgx,rgy,rgz,valid,dist_filt
53003,22668,1.74,-79.4,-96.7,-1.19,3,4,5.42,0,0,0,0,0,-15,-28,1035,1,1,35,35,0,0,0,4,2,0,1,1.74
53006,22669,1.71,-79.4,-95.7,-1.24,3,4,4.80,0,0,0,0,0,-15,-28,1035,1,1,35,35,0,0,0,4,2,0,1,1.73
53008,22670,1.80,-79.4,-96.4,-1.12,3,4,5.05,0,0,0,0,0,-15,-28,1035,1,1,35,35,0,0,0,4,2,0,1,1.73
53010,22671,1.70,-79.4,-96.1,-1.21,3,3,5.66,0,0,0,0,0,-15,-28,1035,1,1,35,35,0,0,0,4,2,0,1,1.73
53012,22672,1.72,-79.4,-95.0,-1.21,3,4,4.91,0,0,0,0,0,-15,-28,1035,1,1,35,35,0,0,0,4,2,0,1,1.72
53014,22673,1.74,-79.5,-96.4,-1.15,3,4,5.38,0,0,0,0,0,-14,-28,1035,1,1,35,35,0,0,0,3,0,0,1,1.72
53016,22674,1.70,-79.4,-95.8,-1.15,3,4,4.80,0,0,0,0,0,-14,-28,1035,1,1,35,35,0,0,0,3,0,0,1,1.72
53018,22675,1.81,-79.5,-94.5,-1.22,3,4,4.98,0,0,0,0,0,-14,-28,1035,1,1,35,35,0,0,0,3,0,0,1,1.72
53021,22676,1.74,-79.6,-97.0,-1.18,3,3,5.55,0,0,0,0,0,-14,-28,1035,1,1,35,35,0,0,0,3,0,0,1,1.74
53023,22677,1.71,-79.4,-95.6,-1.10,3,4,4.81,0,0,0,0,0,-14,-28,1035,1,1,35,35,0,0,0,3,0,0,1,1.74
53025,22678,1.76,-79.5,-96.4,-1.25,3,4,5.19,0,0,0,0,0,-14,-28,1035,1,1,35,35,0,0,0,3,0,0,1,1.74
53027,22679,1.71,-79.4,-96.4,-1.18,3,3,5.72,0,0,0,0,0,-14,-28,1035,1,1,35,35,0,0,0,3,0,0,1,1.74
53029,22680,1.76,-79.5,-95.0,-1.19,3,4,4.92,0,0,0,0,0,-14,-28,1035,1,1,35,35,0,0,0,3,0,0,1,1.74
53031,22681,1.77,-79.4,-96.4,-1.10,3,4,5.38,0,0,0,0,0,-14,-28,1035,1,1,35,35,0,0,0,3,0,0,1,1.76
53033,22682,1.69,-79.4,-95.8,-1.22,3,4,4.83,0,0,0,0,0,-14,-28,1035,1,1,35,35,0,0,0,3,0,0,1,1.76
53036,22683,1.79,-79.4,-94.6,-1.15,3,4,4.98,0,0,0,0,0,-13,-28,1034,1,1,35,35,0,0,0,3,2,-2,1,1.76
53038,22684,1.71,-79.4,-96.6,-1.22,3,3,5.67,0,0,0,0,0,-13,-28,1034,1,1,35,35,0,0,0,3,2,-2,1,1.76
53040,22685,1.70,-79.6,-96.0,-1.13,3,4,4.83,0,0,0,0,0,-13,-28,1034,1,1,35,35,0,0,0,3,2,-2,1,1.71
53042,22686,1.76,-79.4,-96.1,-1.15,3,4,5.16,0,0,0,0,0,-13,-28,1034,1,1,35,35,0,0,0,3,2,-2,1,1.71
53044,22687,1.71,-79.4,-96.6,-1.18,3,3,5.64,0,0,0,0,0,-13,-28,1034,1,1,35,35,0,0,0,3,2,-2,1,1.71
53046,22688,1.76,-79.5,-95.4,-1.18,3,4,4.89,0,0,0,0,0,-13,-28,1034,1,1,35,35,0,0,0,3,2,-2,1,1.71
53048,22689,1.74,-79.4,-96.6,-1.19,3,4,5.30,0,0,0,0,0,-13,-28,1034,1,1,35,35,0,0,0,3,2,-2,1,1.74
53051,22690,1.71,-79.4,-96.6,-1.24,3,3,5.73,0,0,0,0,0,-13,-28,1034,1,1,35,35,0,0,0,3,2,-2,1,1.74
53053,22691,1.74,-79.4,-94.8,-1.13,3,4,4.94,0,0,0,0,0,-13,-28,1034,1,1,35,35,0,0,0,3,2,-2,1,1.74
53055,22692,1.74,-79.4,-96.4,-1.25,3,4,5.41,0,0,0,0,0,-15,-29,1036,1,1,35,35,0,0,0,3,2,-2,1,1.74
53057,22693,1.72,-79.6,-96.6,-1.07,3,3,5.80,0,0,0,0,0,-15,-29,1036,1,1,35,35,0,0,0,3,2,-2,1,1.74
53059,22694,1.77,-79.5,-94.4,-1.22,3,4,4.98,0,0,0,0,0,-15,-29,1036,1,1,35,35,0,0,0,3,2,-2,1,1.74
53061,22695,1.73,-79.4,-96.2,-1.13,3,4,4.55,0,0,0,0,0,-15,-29,1036,1,1,35,35,0,0,0,3,2,-2,1,1.74
53064,22696,1.77,-79.5,-95.7,-1.13,3,4,4.73,0,0,0,0,0,-15,-29,1036,1,1,35,35,0,0,0,3,2,-2,1,1.74
53066,22697,1.77,-79.4,-96.3,-1.15,3,4,5.11,0,0,0,0,0,-15,-29,1036,1,1,35,35,0,0,0,3,2,-2,1,1.77
53068,22698,1.71,-79.7,-97.0,-1.21,3,3,5.67,0,0,0,0,0,-15,-29,1036,1,1,35,35,0,0,0,3,2,-2,1,1.77
53070,22699,1.74,-79.4,-95.2,-1.15,3,4,4.89,0,0,0,0,0,-15,-29,1036,1,1,35,35,0,0,0,3,2,-2,1,1.74
53072,22700,1.76,-79.5,-96.4,-1.21,3,4,5.16,0,0,0,0,0,-15,-29,1036,1,1,35,35,0,0,0,3,2,-2,1,1.76
53074,22701,1.70,-79.4,-96.4,-1.22,3,4,4.73,0,0,0,0,0,-14,-29,1035,1,1,35,35,0,0,0,4,-3,0,1,1.74
53077,22702,1.72,-79.4,-95.3,-1.30,3,4,4.92,0,0,0,0,0,-14,-29,1035,1,1,35,35,0,0,0,4,-3,0,1,1.72
53079,22703,1.75,-79.5,-97.2,-1.00,3,3,5.48,0,0,0,0,0,-14,-29,1035,1,1,35,35,0,0,0,4,-3,0,1,1.74
53081,22704,1.70,-79.4,-96.0,-1.21,3,4,4.72,0,0,0,0,0,-14,-29,1035,1,1,35,35,0,0,0,4,-3,0,1,1.72
53083,22705,1.75,-79.5,-94.6,-1.21,3,4,4.97,0,0,0,0,0,-14,-29,1035,1,1,35,35,0,0,0,4,-3,0,1,1.72
53085,22706,1.73,-79.4,-96.3,-1.24,3,3,5.52,0,0,0,0,0,-14,-29,1035,1,1,35,35,0,0,0,4,-3,0,1,1.73
53087,22707,1.73,-79.6,-96.6,-1.10,3,3,5.70,0,0,0,0,0,-14,-29,1035,1,1,35,35,0,0,0,4,-3,0,1,1.73
53090,22708,1.78,-79.4,-94.0,-1.30,3,4,5.00,0,0,0,0,0,-14,-29,1035,1,1,35,35,0,0,0,4,-3,0,1,1.73
53092,22709,1.73,-79.4,-96.4,-1.04,3,3,5.69,0,0,0,0,0,-14,-29,1035,1,1,35,35,0,0,0,4,-3,0,1,1.73
53094,22710,1.71,-79.4,-95.1,-1.19,3,4,4.92,0,0,0,0,0,-14,-30,1034,1,1,35,35,0,0,0,5,0,-2,1,1.73
53096,22711,1.78,-79.5,-96.2,-1.10,3,4,5.16,0,0,0,0,0,-14,-30,1034,1,1,35,35,0,0,0,5,0,-2,1,1.73
53098,22712,1.75,-79.5,-97.1,-1.09,3,3,5.50,0,0,0,0,0,-14,-30,1034,1,1,35,35,0,0,0,5,0,-2,1,1.75
53100,22713,1.76,-79.4,-95.2,-1.13,3,4,4.92,0,0,0,0,0,-14,-30,1034,1,1,35,35,0,0,0,5,0,-2,1,1.75
53103,22714,1.75,-79.5,-96.5,-1.19,3,4,5.36,0,0,0,0,0,-14,-30,1034,1,1,35,35,0,0,0,5,0,-2,1,1.75
53105,22715,1.74,-79.4,-95.8,-1.21,3,4,4.75,0,0,0,0,0,-14,-30,1034,1,1,35,35,0,0,0,5,0,-2,1,1.75
53107,22716,1.74,-79.5,-94.3,-1.15,3,4,4.97,0,0,0,0,0,-14,-30,1034,1,1,35,35,0,0,0,5,0,-2,1,1.75
53109,22717,1.72,-79.5,-96.8,-1.22,3,3,5.53,0,0,0,0,0,-14,-30,1034,1,1,35,35,0,0,0,5,0,-2,1,1.74
53111,22718,1.78,-79.5,-95.8,-1.15,3,4,4.78,0,0,0,0,0,-14,-30,1034,1,1,35,35,0,0,0,5,0,-2,1,1.74
53127,22719,1.71,-79.5,-95.6,-1.25,3,4,4.92,0,0,0,0,0,-14,-30,1034,1,1,35,35,0,0,0,1,6,0,1,1.74
53128,22720,1.72,-79.6,-96.6,-1.21,3,3,5.75,0,0,0,0,0,-14,-28,1034,1,1,35,35,0,0,0,1,6,0,1,1.72
53131,22721,1.75,-79.6,-94.5,-1.18,3,4,4.98,0,0,0,0,0,-14,-28,1034,1,1,35,35,0,0,0,1,6,0,1,1.72
53133,22722,1.74,-79.5,-96.8,-1.09,3,3,5.63,0,0,0,0,0,-14,-28,1034,1,1,35,35,0,0,0,1,6,0,1,1.74
53135,22723,1.73,-79.7,-96.1,-1.04,3,3,5.86,0,0,0,0,0,-14,-28,1035,1,1,35,35,0,0,0,5,1,0,1,1.73
53137,22724,1.78,-79.5,-96.7,-1.13,3,4,5.09,0,0,0,0,0,-14,-28,1035,1,1,35,35,0,0,0,5,1,0,1,1.74
53139,22725,1.72,-79.7,-96.6,-1.10,3,3,5.80,0,0,0,0,0,-14,-28,1035,1,1,35,35,0,0,0,5,1,0,1,1.74
53141,22726,1.74,-79.4,-94.8,-1.18,3,4,4.92,0,0,0,0,0,-14,-28,1035,1,1,35,35,0,0,0,5,1,0,1,1.74
53143,22727,1.75,-79.4,-96.7,-1.09,3,3,5.48,0,0,0,0,0,-14,-28,1035,1,1,35,35,0,0,0,5,1,0,1,1.74
53145,22728,1.72,-79.5,-96.7,-1.10,3,3,5.78,0,0,0,0,0,-14,-28,1035,1,1,35,35,0,0,0,5,1,0,1,1.74
53148,22729,1.76,-79.6,-96.9,-1.13,3,4,5.09,0,0,0,0,0,-14,-28,1035,1,1,35,35,0,0,0,5,1,0,1,1.74
53150,22730,1.72,-79.4,-96.8,-1.09,3,3,5.72,0,0,0,0,0,-14,-28,1035,1,1,35,35,0,0,0,5,1,0,1,1.74
53152,22731,1.74,-79.5,-95.4,-1.07,3,4,4.92,0,0,0,0,0,-14,-28,1035,1,1,35,35,0,0,0,5,1,0,1,1.74
53154,22732,1.75,-79.4,-97.0,-1.19,3,4,5.33,0,0,0,0,0,-14,-29,1034,1,1,35,35,0,0,0,4,-1,1,1,1.74
53156,22733,1.70,-79.4,-96.1,-1.18,3,4,4.78,0,0,0,0,0,-14,-29,1034,1,1,35,35,0,0,0,4,-1,1,1,1.74
53158,22734,1.76,-79.5,-94.7,-1.18,3,4,5.00,0,0,0,0,0,-14,-29,1034,1,1,35,35,0,0,0,4,-1,1,1,1.74
53161,22735,1.75,-79.6,-96.6,-1.10,3,3,5.50,0,0,0,0,0,-14,-29,1034,1,1,35,35,0,0,0,4,-1,1,1,1.75
53163,22736,1.71,-79.4,-95.5,-1.13,3,4,4.83,0,0,0,0,0,-14,-29,1034,1,1,35,35,0,0,0,4,-1,1,1,1.75
53165,22737,1.74,-79.4,-96.4,-1.21,3,4,5.22,0,0,0,0,0,-14,-29,1034,1,1,35,35,0,0,0,4,-1,1,1,1.74
53167,22738,1.74,-79.4,-96.8,-1.01,3,3,5.63,0,0,0,0,0,-14,-29,1034,1,1,35,35,0,0,0,4,-1,1,1,1.74
53169,22739,1.77,-79.5,-95.2,-1.09,3,4,4.81,0,0,0,0,0,-14,-29,1034,1,1,35,35,0,0,0,4,-1,1,1,1.74
53171,22740,1.78,-79.5,-96.2,-1.12,3,4,5.17,0,0,0,0,0,-14,-29,1034,1,1,35,35,0,0,0,4,-1,1,1,1.74
53174,22741,1.70,-79.5,-96.6,-1.21,3,3,5.69,0,0,0,0,0,-14,-29,1033,1,1,35,35,0,0,0,2,0,-1,1,1.74
53176,22742,1.72,-79.4,-94.9,-1.15,3,4,4.97,0,0,0,0,0,-14,-29,1033,1,1,35,35,0,0,0,2,0,-1,1,1.74
53178,22743,1.74,-79.6,-96.7,-1.18,3,4,5.34,0,0,0,0,0,-14,-29,1033,1,1,35,35,0,0,0,2,0,-1,1,1.74
53180,22744,1.67,-79.4,-96.1,-1.28,3,4,4.78,0,0,0,0,0,-14,-29,1033,1,1,35,35,0,0,0,2,0,-1,1,1.72
53182,22745,1.75,-79.5,-94.8,-1.24,3,4,4.94,0,0,0,0,0,-14,-29,1033,1,1,35,35,0,0,0,2,0,-1,1,1.72
53184,22746,1.73,-79.5,-97.1,-1.10,3,3,5.59,0,0,0,0,0,-14,-29,1033,1,1,35,35,0,0,0,2,0,-1,1,1.73
53186,22747,1.70,-79.4,-95.8,-1.19,3,4,4.84,0,0,0,0,0,-14,-29,1033,1,1,35,35,0,0,0,2,0,-1,1,1.73
53189,22748,1.76,-79.5,-96.9,-1.16,3,4,5.05,0,0,0,0,0,-14,-29,1033,1,1,35,35,0,0,0,2,0,-1,1,1.73
53191,22749,1.73,-79.5,-97.2,-1.16,3,3,5.55,0,0,0,0,0,-14,-29,1033,1,1,35,35,0,0,0,2,0,-1,1,1.73
53193,22750,1.74,-79.5,-95.0,-1.15,3,4,4.88,0,0,0,0,0,-14,-29,1034,1,1,35,35,0,0,0,5,-3,2,1,1.73
53195,22751,1.78,-79.5,-96.7,-1.18,3,4,5.17,0,0,0,0,0,-14,-29,1034,1,1,35,35,0,0,0,5,-3,2,1,1.74
53197,22752,1.74,-79.5,-96.9,-1.09,3,3,5.63,0,0,0,0,0,-14,-29,1034,1,1,35,35,0,0,0,5,-3,2,1,1.74
53199,22753,1.70,-79.4,-95.0,-1.27,3,4,4.88,0,0,0,0,0,-14,-29,1034,1,1,35,35,0,0,0,5,-3,2,1,1.74
53202,22754,1.74,-79.5,-96.3,-1.21,3,4,5.28,0,0,0,0,0,-14,-29,1034,1,1,35,35,0,0,0,5,-3,2,1,1.74
53204,22755,1.70,-79.4,-97.0,-1.22,3,3,5.73,0,0,0,0,0,-14,-29,1034,1,1,35,35,0,0,0,5,-3,2,1,1.74
53206,22756,1.78,-79.4,-94.7,-1.16,3,4,4.92,0,0,0,0,0,-14,-29,1034,1,1,35,35,0,0,0,5,-3,2,1,1.74
53208,22757,1.75,-79.5,-96.1,-1.21,3,4,5.38,0,0,0,0,0,-14,-29,1034,1,1,35,35,0,0,0,5,-3,2,1,1.74
53210,22758,1.71,-79.4,-96.3,-1.12,3,4,4.80,0,0,0,0,0,-14,-29,1034,1,1,35,35,0,0,0,5,-3,2,1,1.74
53212,22759,1.77,-79.5,-94.7,-1.19,3,4,4.97,0,0,0,0,0,-14,-29,1034,1,1,35,35,0,0,0,5,-3,2,1,1.75
53215,22760,1.74,-79.4,-96.6,-1.18,3,3,5.45,0,0,0,0,0,-13,-28,1035,1,1,35,35,0,0,0,2,1,1,1,1.75
53217,22761,1.76,-79.5,-95.7,-1.22,3,4,4.84,0,0,0,0,0,-13,-28,1035,1,1,35,35,0,0,0,2,1,1,1,1.75
53219,22762,1.78,-79.6,-96.7,-1.10,3,4,5.09,0,0,0,0,0,-13,-28,1035,1,1,35,35,0,0,0,2,1,1,1,1.76
53221,22763,1.72,-79.4,-96.4,-1.09,3,3,5.73,0,0,0,0,0,-13,-28,1035,1,1,35,35,0,0,0,2,1,1,1,1.76
53223,22764,1.74,-79.5,-94.9,-1.16,3,4,4.86,0,0,0,0,0,-13,-28,1035,1,1,35,35,0,0,0,2,1,1,1,1.74
53225,22765,1.74,-79.4,-96.7,-1.07,3,3,5.53,0,0,0,0,0,-13,-28,1035,1,1,35,35,0,0,0,2,1,1,1,1.74
53227,22766,1.71,-79.4,-95.6,-1.16,3,4,4.80,0,0,0,0,0,-13,-28,1035,1,1,35,35,0,0,0,2,1,1,1,1.74
53230,22767,1.74,-79.5,-96.4,-1.27,3,4,5.05,0,0,0,0,0,-13,-28,1035,1,1,35,35,0,0,0,2,1,1,1,1.74
53232,22768,1.74,-79.5,-96.7,-1.09,3,3,5.61,0,0,0,0,0,-13,-28,1035,1,1,35,35,0,0,0,2,1,1,1,1.74
53234,22769,1.72,-79.5,-95.5,-1.15,3,4,4.81,0,0,0,0,0,-13,-28,1035,1,1,35,35,0,0,0,1,0,4,1,1.74
53236,22770,1.76,-79.5,-96.4,-1.07,3,4,5.36,0,0,0,0,0,-13,-28,1035,1,1,35,35,0,0,0,1,0,4,1,1.74
53238,22771,1.71,-79.4,-95.8,-1.15,3,4,4.77,0,0,0,0,0,-13,-28,1035,1,1,35,35,0,0,0,1,0,4,1,1.74
53240,22772,1.73,-79.5,-96.1,-1.24,3,4,5.08,0,0,0,0,0,-13,-28,1035,1,1,35,35,0,0,0,1,0,4,1,1.73
53242,22773,1.70,-79.5,-96.3,-1.28,3,4,4.58,0,0,0,0,0,-13,-28,1035,1,1,35,35,0,0,0,1,0,4,1,1.72
53245,22774,1.73,-79.7,-96.2,-1.09,3,3,5.83,0,0,0,0,0,-13,-28,1035,1,1,35,35,0,0,0,1,0,4,1,1.73
53247,22775,1.75,-79.5,-96.4,-1.12,3,4,5.34,0,0,0,0,0,-13,-28,1035,1,1,35,35,0,0,0,1,0,4,1,1.73
53249,22776,1.72,-79.5,-97.2,-1.06,3,3,5.69,0,0,0,0,0,-13,-28,1035,1,1,35,35,0,0,0,1,0,4,1,1.73
53251,22777,1.79,-79.5,-94.7,-1.13,3,4,4.98,0,0,0,0,0,-13,-28,1035,1,1,35,35,0,0,0,1,0,4,1,1.73
53253,22778,1.74,-79.4,-96.9,-1.04,3,3,5.52,0,0,0,0,0,-14,-28,1036,1,1,35,35,0,0,0,4,1,6,1,1.74
53255,22779,1.73,-79.4,-95.6,-1.15,3,4,4.89,0,0,0,0,0,-14,-28,1036,1,1,35,35,0,0,0,4,1,6,1,1.74
53257,22780,1.79,-79.4,-96.7,-1.09,3,4,5.11,0,0,0,0,0,-14,-28,1036,1,1,35,35,0,0,0,4,1,6,1,1.74
53260,22781,1.74,-79.5,-96.2,-1.09,3,4,4.73,0,0,0,0,0,-14,-28,1036,1,1,35,35,0,0,0,4,1,6,1,1.74
53262,22782,1.73,-79.5,-95.0,-1.21,3,4,4.92,0,0,0,0,0,-14,-28,1036,1,1,35,35,0,0,0,4,1,6,1,1.74
53277,22783,1.81,-79.6,-94.1,-1.04,3,4,4.98,0,0,0,0,0,-14,-28,1036,1,1,35,35,0,0,0,4,1,6,1,1.74
53279,22784,1.74,-79.6,-95.5,-1.16,3,4,4.95,0,0,0,0,0,-14,-29,1035,1,1,35,35,0,0,0,7,-2,0,1,1.74
53281,22785,1.76,-79.4,-96.4,-1.12,3,4,5.38,0,0,0,0,0,-14,-29,1035,1,1,35,35,0,0,0,7,-2,0,1,1.74
53283,22786,1.72,-79.7,-96.3,-1.09,3,3,5.78,0,0,0,0,0,-14,-29,1035,1,1,35,35,0,0,0,7,-2,0,1,1.74
53285,22787,1.73,-79.4,-94.4,-1.28,3,4,4.97,0,0,0,0,0,-14,-29,1035,1,1,35,35,0,0,0,7,-2,0,1,1.74
53288,22788,1.74,-79.4,-96.1,-1.16,3,3,5.50,0,0,0,0,0,-14,-29,1035,1,1,35,35,0,0,0,7,-2,0,1,1.74
53290,22789,1.71,-79.6,-96.6,-1.25,3,3,5.78,0,0,0,0,0,-14,-29,1035,1,1,35,35,0,0,0,7,-2,0,1,1.73
53292,22790,1.77,-79.4,-96.1,-0.97,3,4,5.17,0,0,0,0,0,-14,-29,1035,1,1,35,35,0,0,0,7,-2,0,1,1.73
53294,22791,1.73,-79.4,-96.1,-1.06,3,4,4.59,0,0,0,0,0,-14,-30,1036,1,1,35,35,0,0,0,4,0,1,1,1.73
53296,22792,1.70,-79.5,-96.1,-1.24,3,4,4.81,0,0,0,0,0,-14,-30,1036,1,1,35,35,0,0,0,4,0,1,1,1.73
53298,22793,1.74,-79.6,-97.0,-1.16,3,4,5.16,0,0,0,0,0,-14,-30,1036,1,1,35,35,0,0,0,4,0,1,1,1.73
53300,22794,1.71,-79.5,-96.6,-1.21,3,3,5.70,0,0,0,0,0,-14,-30,1036,1,1,35,35,0,0,0,4,0,1,1,1.73
53303,22795,1.78,-79.5,-95.0,-1.18,3,4,4.92,0,0,0,0,0,-14,-30,1036,1,1,35,35,0,0,0,4,0,1,1,1.73
53305,22796,1.75,-79.5,-96.6,-1.12,3,3,5.44,0,0,0,0,0,-14,-30,1036,1,1,35,35,0,0,0,4,0,1,1,1.74
53307,22797,1.70,-79.4,-95.7,-1.16,3,4,4.86,0,0,0,0,0,-14,-30,1036,1,1,35,35,0,0,0,4,0,1,1,1.74
53309,22798,1.76,-79.5,-96.2,-1.22,3,4,5.03,0,0,0,0,0,-14,-30,1036,1,1,35,35,0,0,0,4,0,1,1,1.75
53311,22799,1.73,-79.4,-96.1,-1.12,3,3,5.64,0,0,0,0,0,-14,-30,1036,1,1,35,35,0,0,0,4,0,1,1,1.75
53313,22800,1.74,-79.4,-94.9,-1.28,3,4,4.91,0,0,0,0,0,-14,-29,1035,1,1,35,35,0,0,0,4,1,0,1,1.74
53315,22801,1.70,-79.4,-96.4,-1.19,3,3,5.56,0,0,0,0,0,-14,-29,1035,1,1,35,35,0,0,0,4,1,0,1,1.73
53318,22802,1.71,-79.5,-96.1,-1.15,3,3,5.78,0,0,0,0,0,-14,-29,1035,1,1,35,35,0,0,0,4,1,0,1,1.73
53320,22803,1.75,-79.5,-94.4,-1.15,3,4,4.97,0,0,0,0,0,-14,-29,1035,1,1,35,35,0,0,0,4,1,0,1,1.73
53322,22804,1.73,-79.6,-96.4,-1.12,3,3,5.61,0,0,0,0,0,-14,-29,1035,1,1,35,35,0,0,0,4,1,0,1,1.73
53324,22805,1.74,-79.5,-95.7,-1.00,3,4,4.80,0,0,0,0,0,-14,-29,1035,1,1,35,35,0,0,0,4,1,0,1,1.73
53326,22806,1.77,-79.6,-97.3,-1.10,3,4,5.25,0,0,0,0,0,-14,-29,1035,1,1,35,35,0,0,0,4,1,0,1,1.74
53328,22807,1.72,-79.6,-96.7,-1.09,3,3,5.75,0,0,0,0,0,-14,-29,1035,1,1,35,35,0,0,0,4,1,0,1,1.74
53330,22808,1.75,-79.6,-95.0,-1.09,3,4,4.95,0,0,0,0,0,-14,-29,1035,1,1,35,35,0,0,0,4,1,0,1,1.74
53333,22809,1.74,-79.5,-96.9,-1.09,3,3,5.63,0,0,0,0,0,-14,-28,1035,1,1,35,35,0,0,0,4,2,4,1,1.74
53335,22810,1.75,-79.5,-95.4,-1.18,3,4,4.84,0,0,0,0,0,-14,-28,1035,1,1,35,35,0,0,0,4,2,4,1,1.75
53337,22811,1.75,-79.5,-96.1,-1.15,3,4,5.22,0,0,0,0,0,-14,-28,1035,1,1,35,35,0,0,0,4,2,4,1,1.75
53339,22812,1.72,-79.4,-96.1,-1.18,3,3,5.69,0,0,0,0,0,-14,-28,1035,1,1,35,35,0,0,0,4,2,4,1,1.75
53341,22813,1.75,-79.5,-95.0,-1.16,3,4,4.88,0,0,0,0,0,-14,-28,1035,1,1,35,35,0,0,0,4,2,4,1,1.75
53343,22814,1.76,-79.5,-96.4,-1.12,3,4,5.38,0,0,0,0,0,-14,-28,1035,1,1,35,35,0,0,0,4,2,4,1,1.75
53345,22815,1.70,-79.5,-96.1,-1.16,3,4,4.80,0,0,0,0,0,-14,-28,1035,1,1,35,35,0,0,0,4,2,4,1,1.75
53348,22816,1.75,-79.5,-96.7,-1.15,3,4,5.11,0,0,0,0,0,-14,-28,1035,1,1,35,35,0,0,0,4,2,4,1,1.75
53350,22817,1.73,-79.5,-96.4,-1.15,3,3,5.59,0,0,0,0,0,-14,-28,1035,1,1,35,35,0,0,0,4,2,4,1,1.75
53352,22818,1.71,-79.5,-95.0,-1.13,3,4,4.89,0,0,0,0,0,-14,-28,1036,1,1,35,35,0,0,0,2,-1,0,1,1.73
53354,22819,1.77,-79.5,-96.1,-1.16,3,4,5.23,0,0,0,0,0,-14,-29,1036,1,1,35,35,0,0,0,2,-1,0,1,1.73
53356,22820,1.71,-79.6,-96.3,-1.18,3,3,5.72,0,0,0,0,0,-14,-29,1036,1,1,35,35,0,0,0,2,-1,0,1,1.73
53358,22821,1.78,-79.6,-94.7,-1.01,3,4,4.92,0,0,0,0,0,-14,-29,1036,1,1,35,35,0,0,0,2,-1,0,1,1.73
53360,22822,1.74,-79.5,-96.2,-1.19,3,4,5.41,0,0,0,0,0,-14,-29,1036,1,1,35,35,0,0,0,2,-1,0,1,1.74
53363,22823,1.76,-79.5,-96.3,-1.30,3,4,4.78,0,0,0,0,0,-14,-29,1036,1,1,35,35,0,0,0,2,-1,0,1,1.76
53365,22824,1.77,-79.4,-94.3,-1.15,3,4,5.00,0,0,0,0,0,-14,-29,1036,1,1,35,35,0,0,0,2,-1,0,1,1.76
53367,22825,1.73,-79.6,-96.6,-1.03,3,3,5.64,0,0,0,0,0,-14,-29,1036,1,1,35,35,0,0,0,2,-1,0,1,1.76
53369,22826,1.71,-79.5,-95.6,-1.15,3,4,4.84,0,0,0,0,0,-14,-29,1036,1,1,35,35,0,0,0,2,-1,0,1,1.74
53371,22827,1.79,-79.4,-96.6,-1.12,3,4,5.08,0,0,0,0,0,-14,-29,1036,1,1,35,35,0,0,0,2,-1,0,1,1.76
53373,22828,1.73,-79.5,-96.4,-1.10,3,3,5.69,0,0,0,0,0,-15,-28,1035,1,1,35,35,0,0,0,2,-1,-2,1,1.73
53376,22829,1.72,-79.6,-95.2,-1.15,3,4,4.86,0,0,0,0,0,-15,-28,1035,1,1,35,35,0,0,0,2,-1,-2,1,1.73
53378,22830,1.76,-79.4,-96.5,-1.22,3,4,5.23,0,0,0,0,0,-15,-28,1035,1,1,35,35,0,0,0,2,-1,-2,1,1.73
53380,22831,1.71,-79.4,-96.0,-1.19,3,3,5.70,0,0,0,0,0,-15,-28,1035,1,1,35,35,0,0,0,2,-1,-2,1,1.73
53382,22832,1.77,-79.6,-95.0,-1.16,3,4,4.89,0,0,0,0,0,-15,-28,1035,1,1,35,35,0,0,0,2,-1,-2,1,1.73
53384,22833,1.74,-79.5,-96.7,-1.18,3,4,5.33,0,0,0,0,0,-15,-28,1035,1,1,35,35,0,0,0,2,-1,-2,1,1.74
53387,22834,1.74,-79.5,-96.1,-1.04,3,4,4.63,0,0,0,0,0,-15,-28,1035,1,1,35,35,0,0,0,2,-1,-2,1,1.74
53389,22835,1.73,-79.5,-94.9,-1.16,3,4,4.94,0,0,0,0,0,-15,-28,1035,1,1,35,35,0,0,0,2,-1,-2,1,1.74
53391,22836,1.75,-79.6,-96.1,-1.13,3,4,5.38,0,0,0,0,0,-15,-28,1035,1,1,35,35,0,0,0,2,-1,-2,1,1.74
53393,22837,1.74,-79.4,-96.5,-1.10,3,4,4.70,0,0,0,0,0,-15,-29,1036,1,1,35,35,0,0,0,7,3,-2,1,1.74
53395,22838,1.75,-79.5,-95.0,-1.12,3,4,4.84,0,0,0,0,0,-15,-29,1036,1,1,35,35,0,0,0,7,3,-2,1,1.74
53397,22839,1.73,-75.1,-91.5,-1.15,3,3,5.48,0,0,0,0,0,-15,-29,1036,1,1,35,35,0,0,0,7,3,-2,1,1.74
53400,22840,1.73,-79.6,-96.6,-1.10,3,3,5.70,0,0,0,0,0,-15,-29,1036,1,1,35,35,0,0,0,7,3,-2,1,1.74
53402,22841,1.75,-79.4,-94.3,-1.40,3,4,4.94,0,0,0,0,0,-15,-29,1036,1,1,35,35,0,0,0,7,3,-2,1,1.74
53404,22842,1.73,-79.7,-96.9,-1.16,3,3,5.53,0,0,0,0,0,-15,-29,1036,1,1,35,35,0,0,0,7,3,-2,1,1.73
53406,22843,1.74,-79.4,-95.5,-1.22,3,4,4.80,0,0,0,0,0,-15,-29,1036,1,1,35,35,0,0,0,7,3,-2,1,1.73
